Region,Date,All aged 16 & over,Total economically active,Total in employment,Unemployed,Economically inactive,Economic activity rate (%),Employment rate (%),Unemployment rate (%),Economic inactivity rate (%),All aged 16 to 64,Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Economic inactivity rate (%) (16 to 64),Treated
North East,Mar-May 2011,2101546,1246094.503,1125674.337,120420.1659,855451.4969,59.29418167,53.56410648,9.663806843,40.70581833,1668454,1217845.786,1097939.321,119906.4649,450608.2142,72.99247002,65.80578912,9.845783952,27.00752998,0
North East,Apr-Jun 2011,2102365,1264342.503,1137750.338,126592.1647,838022.4973,60.13905781,54.11764076,10.01248984,39.86094219,1668658,1232043.054,1106199.66,125843.3936,436614.946,73.83436594,66.29277302,10.21420422,26.16563406,0
North East,May-Jul 2011,2103083,1263471.92,1128787.913,134684.0074,839611.0801,60.07713057,53.67300827,10.65983385,39.92286943,1668792,1233589.618,1099825.27,133764.3478,435202.3823,73.92111286,65.90547353,10.84350467,26.07888714,0
North East,Jun-Aug 2011,2103582,1249045.147,1110484.711,138560.4358,854536.8533,59.37706002,52.79017937,11.09330885,40.62293998,1667965,1224405.896,1082898.553,141507.3428,443559.1041,73.40716957,64.9233379,11.55722488,26.59283043,0
North East,Jul-Sep 2011,2104073,1255166.32,1109562.354,145603.9659,848906.6798,59.65412418,52.73402369,11.60037228,40.34587582,1667124,1226024.129,1078585.713,147438.4153,441099.8713,73.541268,64.69738984,12.02573521,26.458732,0
North East,Aug-Oct 2011,2104332,1256283.766,1110165.586,146118.1802,848048.2338,59.69988415,52.7561994,11.6309853,40.30011585,1666085,1227944.389,1081243.483,146700.9064,438140.6111,73.70238547,64.89725809,11.94686891,26.29761453,0
North East,Sep-Nov 2011,2104938,1260562.201,1109513.86,151048.3403,844375.7994,59.88595391,52.71004943,11.98261698,40.11404609,1665391,1231352.466,1082056.534,149295.9319,434038.5338,73.93773992,64.97312249,12.1245489,26.06226008,0
North East,Oct-Dec 2011,2105312,1269436.645,1126936.76,142499.8854,835875.3551,60.29684175,53.52825422,11.22544287,39.70315825,1664416,1239273.793,1101331.093,137942.6992,425142.2073,74.45697426,66.16922052,11.13093007,25.54302574,0
North East,Nov-Jan 2012,2105734,1266627.717,1130838.542,135789.1747,839106.2831,60.1513637,53.70282012,10.72052766,39.8486363,1663572,1239360.494,1106349.591,133010.9036,424211.5055,74.4999612,66.50446094,10.7322207,25.5000388,0
North East,Dec-Feb 2012,2106137,1266702.873,1126795.26,139907.6123,839434.1275,60.14342241,53.50056811,11.04502211,39.85657759,1662689,1241601.877,1104699.308,136902.5686,421087.1232,74.67433036,66.44052544,11.02628558,25.32566964,0
North East,Jan-Mar 2012,2106586,1277336.755,1134081.223,143255.5319,829249.2453,60.6353956,53.83503084,11.2151734,39.3646044,1661817,1249265.785,1107363.39,141902.3958,412551.2146,75.17469044,66.63569994,11.35886354,24.82530956,0
North East,Feb-Apr 2012,2107051,1272942.565,1131473.056,141469.5097,834108.4346,60.41346723,53.6993673,11.11358152,39.58653277,1660961,1243582.6,1105187.118,138395.4819,417378.3998,74.87127032,66.53901677,11.12877278,25.12872968,0
North East,Mar-May 2012,2107457,1267380.221,1131165.476,136214.7451,840076.7792,60.13789229,53.67442732,10.74774112,39.86210771,1660061,1239288.353,1104176.158,135112.1956,420772.6466,74.65318162,66.51419182,10.90240179,25.34681838,0
North East,Apr-Jun 2012,2107807,1262203.733,1132659.165,129544.5684,845603.2667,59.88232003,53.73637932,10.26336438,40.11767997,1659108,1232672.907,1104579.535,128093.3718,426435.0931,74.29732765,66.5767108,10.39151353,25.70267235,0
North East,May-Jul 2012,2108287,1268558.564,1139783.413,128775.1515,839728.4356,60.17010798,54.06206142,10.15129731,39.82989202,1658280,1239596.411,1108725.761,130870.6508,418683.5885,74.75193643,66.85998508,10.55752095,25.24806357,0
North East,Jun-Aug 2012,2108926,1277012.519,1153513.227,123499.2918,831913.4815,60.55274194,54.69671419,9.670953885,39.44725806,1657986,1250337.046,1123467.596,126869.4507,407648.9538,75.41300386,67.76098203,10.1468201,24.58699614,0
North East,Jul-Sep 2012,2109553,1275109.305,1153458.457,121650.8473,834443.6954,60.44452567,54.67786101,9.540425033,39.55547433,1657667,1247438.976,1123104.43,124334.5458,410228.0241,75.25268802,67.75211367,9.967184624,24.74731198,0
North East,Aug-Oct 2012,2110290,1268168.787,1149840.004,118328.7824,842121.2135,60.09452665,54.48729815,9.330680871,39.90547335,1657440,1240436.521,1121190.484,119246.0374,417003.4789,74.84050832,67.64591682,9.613231743,25.15949168,0
North East,Sep-Nov 2012,2110925,1268801.404,1153930.008,114871.396,842123.5957,60.10641801,54.66466162,9.053536325,39.89358199,1657109,1239130.285,1125489.192,113641.0929,417978.7147,74.77663119,67.91883892,9.171036673,25.22336881,0
North East,Oct-Dec 2012,2111539,1264156.669,1141051.22,123105.4484,847382.3314,59.86897086,54.03884182,9.738148082,40.13102914,1656829,1238547.942,1119593.373,118954.5696,418281.0576,74.75412021,67.57446742,9.604357291,25.24587979,0
North East,Nov-Jan 2013,2112165,1259387.159,1135534.207,123852.952,852777.841,59.62541558,53.76162407,9.834382633,40.37458442,1656468,1230778.11,1109968.513,120809.597,425689.8899,74.30135143,67.00814704,9.815708944,25.69864857,0
North East,Dec-Feb 2013,2112747,1259498.669,1132946.411,126552.2578,853248.3308,59.6142685,53.62432944,10.04782783,40.3857315,1656109,1230093.21,1106427.425,123665.7852,426015.7897,74.27610201,66.80885286,10.05336703,25.72389799,0
North East,Jan-Mar 2013,2113545,1250758.654,1128834.498,121924.1559,862786.346,59.17823628,53.40953223,9.748016177,40.82176372,1655964,1218641.486,1097932.138,120709.3476,437322.5144,73.5910615,66.30169122,9.905238663,26.4089385,0
North East,Feb-Apr 2013,2114213,1257212.822,1131873.259,125339.5624,857000.1782,59.46481371,53.53638727,9.969637618,40.53518629,1655702,1225022.345,1103440.163,121582.1818,430679.6554,73.98809355,66.64485293,9.92489503,26.01190645,0
North East,Mar-May 2013,2114845,1259006.612,1129676.902,129329.7107,855838.3876,59.53186226,53.41653415,10.27236151,40.46813774,1655358,1222364.515,1095481.129,126883.3858,432993.4851,73.84290981,66.17789802,10.38015945,26.15709019,0
North East,Apr-Jun 2013,2115472,1262337.352,1134010.792,128326.5599,853134.6481,59.67166438,53.6055685,10.16578965,40.32833562,1655046,1226279.526,1099930.586,126348.9398,428766.4741,74.09338024,66.4592154,10.30343711,25.90661976,0
North East,May-Jul 2013,2116025,1276542.161,1147666.05,128876.1106,839482.8391,60.32736669,54.23688521,10.09571909,39.67263331,1654654,1242828.237,1111742.36,131085.8764,411825.7632,75.11106472,67.1888117,10.54738479,24.88893528,0
North East,Jun-Aug 2013,2116556,1255497.641,1128917.519,126580.1218,861058.3592,59.31795052,53.33747461,10.08206767,40.68204948,1654273,1228486.631,1097980.711,130505.92,425786.3687,74.26142066,66.37240113,10.62330812,25.73857934,0
North East,Jul-Sep 2013,2117162,1271363.884,1144521.966,126841.9181,845798.1161,60.05038273,54.05925318,9.976838233,39.94961727,1653992,1245490.867,1115184.588,130306.279,408501.1326,75.30210953,67.42381997,10.46224283,24.69789047,0
North East,Aug-Oct 2013,2117711,1272214.159,1146339.226,125874.9325,845496.841,60.0749658,54.13105124,9.894162209,39.9250342,1653630,1247904.475,1120857.514,127046.9611,405725.525,75.46455223,67.78163881,10.18082423,24.53544777,0
North East,Sep-Nov 2013,2118325,1272111.442,1142721.401,129390.0414,846213.558,60.052704,53.94457416,10.17128194,39.947296,1653346,1246101.341,1117778.828,128322.5131,407244.6585,75.36845533,67.60707247,10.29791951,24.63154467,0
North East,Oct-Dec 2013,2118858,1266314.587,1139767.198,126547.3888,852543.413,59.76401378,53.7915801,9.993361055,40.23598622,1652950,1238499.687,1115382.223,123117.464,414450.313,74.92662736,67.47827962,9.940855483,25.07337264,0
North East,Nov-Jan 2014,2119447,1276248.852,1154603.951,121644.9012,843198.1475,60.21612489,54.47666072,9.531440592,39.78387511,1652645,1243493.377,1124467.107,119026.2695,409151.6232,75.24261876,68.04045075,9.571926295,24.75738124,0
North East,Dec-Feb 2014,2120069,1288028.615,1167772.191,120256.4238,832040.3849,60.75408938,55.08180117,9.336471445,39.24591062,1652345,1258157.143,1139731.546,118425.597,394187.8566,76.14373169,68.97660878,9.412623663,23.85626831,0
North East,Jan-Mar 2014,2120514,1298495.944,1167170.874,131325.0704,822018.056,61.23496209,55.04188483,10.11362962,38.76503791,1651910,1269720.504,1139052.172,130668.3325,382189.4957,76.86378219,68.95364589,10.2911099,23.13621781,0
North East,Feb-Apr 2014,2121149,1295178.338,1166809.808,128368.53,825970.6624,61.06022432,55.00838496,9.911262899,38.93977568,1651633,1272514.61,1145919.718,126594.8913,379118.3904,77.04584551,69.38101372,9.948403761,22.95415449,0
North East,Mar-May 2014,2121727,1303103.125,1176484.728,126618.3975,818623.8746,61.4170968,55.44939231,9.716682817,38.5829032,1651315,1276237.454,1150555.858,125681.5952,375077.5463,77.28612976,69.67512912,9.847822195,22.71387024,0
North East,Apr-Jun 2014,2122273,1296637.042,1176684.027,119953.0149,825635.9579,61.09661868,55.44451761,9.251086542,38.90338132,1650942,1271483.524,1151367.356,120116.168,379458.4756,77.01563861,69.74002457,9.446930745,22.98436139,0
North East,May-Jul 2014,2122779,1286400.852,1160552.042,125848.8101,836378.1475,60.59984824,54.67135497,9.783016688,39.40015176,1650540,1260780.313,1132430.425,128349.8877,389759.6869,76.38592903,68.60969291,10.18019447,23.61407097,0
North East,Jun-Aug 2014,2123136,1286933.191,1167878.906,119054.2853,836202.809,60.61473175,55.0072584,9.251007445,39.38526825,1650294,1259611.297,1137674.03,121937.2667,390682.7033,76.3264786,68.93765778,9.680547244,23.6735214,0
North East,Jul-Sep 2014,2123611,1287642.294,1169944.132,117698.1626,835968.7058,60.6345651,55.09220528,9.140594648,39.3654349,1650148,1258119.461,1137921.937,120197.5241,392028.5388,76.24282556,68.95878049,9.55374492,23.75717444,0
North East,Aug-Oct 2014,2123945,1291275.616,1176300.045,114975.5705,832669.3844,60.79609479,55.38279217,8.90403018,39.20390521,1649825,1259885.021,1144863.189,115021.8312,389939.9794,76.36476721,69.39300771,9.129549864,23.63523279,0
North East,Sep-Nov 2014,2124302,1284770.219,1174932.889,109837.3304,839531.7806,60.47964082,55.3091269,8.549180918,39.52035918,1649517,1255262.502,1147695.385,107567.1165,394254.4984,76.09879144,69.57766335,8.569292585,23.90120856,0
North East,Oct-Dec 2014,2124769,1279519.041,1177373.084,102145.9568,845249.9588,60.21920695,55.4118158,7.983152534,39.78079305,1649415,1252584.312,1153945.353,98638.95849,396830.6881,75.9411253,69.96088634,7.874835854,24.0588747,0
North East,Nov-Jan 2015,2125094,1277114.253,1177773.492,99340.76111,847979.7466,60.09683587,55.42218331,7.778533584,39.90316413,1649134,1249362.184,1153745.536,95616.64878,399771.8157,75.75868209,69.96069061,7.653236986,24.24131791,0
North East,Dec-Feb 2015,2125380,1275932.713,1176067.709,99865.00331,849447.2875,60.03315701,55.33446768,7.82682365,39.96684299,1648786,1244549.58,1147122.318,97427.26252,404236.4196,75.48278433,69.57375414,7.828315083,24.51721567,0
North East,Jan-Mar 2015,2125838,1269202.094,1172126.283,97075.81027,856635.9065,59.70361305,55.13714042,7.648569977,40.29638695,1648600,1231355.224,1135600.955,95754.26931,417244.7758,74.69096349,68.88274626,7.776331917,25.30903651,0
North East,Feb-Apr 2015,2126172,1273915.593,1176940.898,96974.69501,852256.4068,59.9159237,55.35492416,7.612332837,40.0840763,1648330,1233173.79,1137910.634,95263.15525,415156.2104,74.81352579,69.0341518,7.725038924,25.18647421,0
North East,Mar-May 2015,2126609,1263320.119,1164450.279,98869.83968,863288.8813,59.40537817,54.75620008,7.826190545,40.59462183,1648121,1224897.725,1127967.568,96930.15709,423223.275,74.32086146,68.43960898,7.913326567,25.67913854,0
North East,Apr-Jun 2015,2126916,1258295.79,1155454.887,102840.9029,868620.2098,59.16057758,54.32536533,8.173030831,40.83942242,1647813,1219419.474,1116732.315,102687.1588,428393.5259,74.00229723,67.7705732,8.42098728,25.99770277,0
North East,May-Jul 2015,2127368,1265918.05,1157672.457,108245.5925,861449.95,59.50630309,54.41806295,8.550758283,40.49369691,1647598,1227963.183,1119340.863,108622.3197,419634.8173,74.53050943,67.93774106,8.845730981,25.46949057,0
North East,Jun-Aug 2015,2128111,1268978.527,1158748.193,110230.3345,859132.4726,59.62933923,54.44961249,8.686540564,40.37066077,1647689,1232748.214,1121696.099,111052.1146,414940.786,74.81680184,68.07693074,9.00849933,25.18319816,0
North East,Jul-Sep 2015,2128803,1272081.949,1162639.79,109442.1591,856721.0508,59.75573828,54.61471964,8.603389048,40.24426172,1647741,1235407.714,1125404.902,110002.8124,412333.286,74.97584354,68.2998664,8.904170755,25.02415646,0
North East,Aug-Oct 2015,2129598,1282270.766,1171140.231,111130.5354,847327.2336,60.21186939,54.99348849,8.666698041,39.78813061,1647867,1240773.946,1129926.337,110847.6097,407093.0535,75.29575788,68.56902509,8.933747365,24.70424212,0
North East,Sep-Nov 2015,2130289,1297672.98,1193831.725,103841.2554,832616.0201,60.91534904,56.04083411,8.00211278,39.08465096,1647934,1252678.804,1152432.197,100246.6064,395255.1963,76.01510762,69.93193885,8.002578645,23.98489238,0
North East,Oct-Dec 2015,2131027,1309201.261,1204422.117,104779.1433,821825.7395,61.43522633,56.51838842,8.00328769,38.56477367,1647982,1264743.994,1164036.386,100707.6082,383238.0059,76.74501263,70.63404733,7.962687207,23.25498737,0
North East,Nov-Jan 2016,2131686,1300424.765,1199241.868,101182.8974,831261.2348,61.0045178,56.2579042,7.780757498,38.9954822,1647950,1260677.927,1163911.382,96766.54437,387272.0734,76.49976799,70.62783351,7.675754634,23.50023201,0
North East,Dec-Feb 2016,2132502,1298526.305,1195083.94,103442.3649,833975.6947,60.89214947,56.04139834,7.966135497,39.10785053,1648151,1258941.583,1158807.679,100133.9043,389209.417,76.38508747,70.30955773,7.953816571,23.61491253,0
North East,Jan-Mar 2016,2133210,1294077.501,1192162.682,101914.8184,839132.4991,60.66338996,55.88585664,7.875480283,39.33661004,1648169,1257194.803,1157646.4,99548.40299,390974.1974,76.27827016,70.23833112,7.918295779,23.72172984,0
North East,Feb-Apr 2016,2134008,1291516.776,1196684.282,94832.49372,842491.224,60.5207092,56.07684143,7.342722564,39.4792908,1648318,1253239.958,1161445.878,91794.08067,395078.0417,76.03144286,70.46248828,7.324541486,23.96855714,0
North East,Mar-May 2016,2134724,1298538.962,1201373.185,97165.77771,836185.0377,60.82936072,56.27768201,7.482700214,39.17063928,1648377,1262338.169,1166651.528,95686.64114,386038.8309,76.58067112,70.77577083,7.580111533,23.41932888,0
North East,Apr-Jun 2016,2135409,1306809.808,1208013.39,98796.41894,828599.1915,61.19716684,56.57058622,7.560122238,38.80283316,1648398,1268944.376,1169391.158,99553.21754,379453.6245,76.98046076,70.94106872,7.84535709,23.01953924,0
North East,May-Jul 2016,2136178,1307485.187,1210146.653,97338.53416,828692.8129,61.20675277,56.65008501,7.444714106,38.79324723,1648546,1267934.944,1169149.007,98785.93642,380611.0562,76.91231812,70.92001117,7.791088723,23.08768188,0
North East,Jun-Aug 2016,2136583,1297168.964,1209880.256,87288.70801,839414.0365,60.71231324,56.62687832,6.729170251,39.28768676,1648330,1261194.207,1171614.601,89579.60555,387135.793,76.51345344,71.07888599,7.102760625,23.48654656,0
North East,Jul-Sep 2016,2136917,1287512.63,1208453.078,79059.55251,849404.3698,60.25094237,56.55124077,6.140487531,39.74905763,1648087,1250722.611,1169643.865,81078.74572,397364.3889,75.88935603,70.96978893,6.482552166,24.11064397,0
North East,Aug-Oct 2016,2137271,1282032.361,1200396.737,81635.62413,855238.6386,59.98454859,56.16492889,6.367672657,40.01545141,1647884,1248282.653,1165411.333,82871.31921,399601.3474,75.75063855,70.7216851,6.638826474,24.24936145,0
North East,Sep-Nov 2016,2137685,1280621.962,1193764.664,86857.29838,857063.038,59.90695364,55.84380597,6.7824308,40.09304636,1647676,1247438.343,1162247.086,85191.25701,400237.6574,75.70895872,70.53856982,6.829296014,24.29104128,0
North East,Oct-Dec 2016,2138022,1279790.08,1191654.363,88135.71649,858231.9203,59.858602,55.73630034,6.886732276,40.141398,1647424,1246151.558,1159859.758,86291.79984,401272.4421,75.64243072,70.40444706,6.92466332,24.35756928,0
North East,Nov-Jan 2017,2138456,1287454.716,1200130.864,87323.85227,851001.2837,60.20487288,56.12137281,6.782673687,39.79512712,1647278,1250790.436,1166020.449,84769.98681,396487.5642,75.93074368,70.78467927,6.77731332,24.06925632,0
North East,Dec-Feb 2017,2138746,1283875.504,1200991.137,82884.36694,854870.4958,60.02935852,56.15398637,6.455794715,39.97064148,1647004,1244014.968,1162349.879,81665.08861,402989.0321,75.53199433,70.57359176,6.564638748,24.46800567,0
North East,Jan-Mar 2017,2139149,1294612.893,1219216.409,75396.48376,844536.1074,60.51999616,56.99539438,5.823863194,39.48000384,1646762,1253034.668,1177911.506,75123.16259,393727.3319,76.0908175,71.52894623,5.995298015,23.9091825,0
North East,Feb-Apr 2017,2139448,1293351.879,1222919.185,70432.69355,846096.1212,60.45259706,57.16050053,5.445748733,39.54740294,1646533,1257488.557,1188220.429,69268.12801,389044.4431,76.37190126,72.16499329,5.508449968,23.62809874,0
North East,Mar-May 2017,2139956,1305311.592,1227266.374,78045.21742,834644.4082,60.99712292,57.35007516,5.979048828,39.00287708,1646440,1270982.249,1193647.988,77334.26098,375457.7511,77.19578295,72.49872378,6.084605906,22.80421705,0
North East,Apr-Jun 2017,2140272,1302792.582,1224595.764,78196.81727,837479.4184,60.87042122,57.21682872,6.002246127,39.12957878,1646139,1270956.803,1191437.741,79519.0623,375182.1972,77.20835257,72.37771176,6.256629818,22.79164743,0
North East,May-Jul 2017,2140555,1293710.154,1215699.582,78010.57202,846844.8462,60.43807115,56.79366247,6.029988386,39.56192885,1645886,1262352.479,1182766.208,79586.27037,383533.5213,76.69744312,71.86197636,6.304599683,23.30255688,0
North East,Jun-Aug 2017,2140716,1292168.905,1217724.025,74444.88058,848547.0949,60.36152881,56.8839596,5.761234486,39.63847119,1645446,1266535.219,1190062.698,76472.52076,378910.7808,76.9721534,72.324628,6.037930853,23.0278466,0
North East,Jul-Sep 2017,2140924,1304172.507,1233881.239,70291.26835,836751.4931,60.91633831,57.63311722,5.38972168,39.08366169,1645083,1269560.454,1197807.007,71753.44678,375522.5461,77.17303345,72.81134186,5.651833795,22.82696655,0
North East,Aug-Oct 2017,2141145,1302299.986,1228242.548,74057.43763,838845.0139,60.82259661,57.36381929,5.68666501,39.17740339,1644725,1267855.313,1192637.428,75217.8846,376869.6873,77.08615803,72.51287772,5.932686786,22.91384197,0
North East,Sep-Nov 2017,2141333,1294597.724,1227563.336,67034.38802,846735.2757,60.45756191,57.32706385,5.178009104,39.54243809,1644334,1252852.199,1187072.423,65779.77561,391481.801,76.19207527,72.19168511,5.250401895,23.80792473,0
North East,Oct-Dec 2017,2141516,1284532.797,1217161.3,67371.49757,856983.2028,59.98240486,56.83643268,5.244825022,40.01759514,1643943,1249917.46,1183369.129,66548.33134,394025.54,76.03167871,71.98358633,5.324218076,23.96832129,0
North East,Nov-Jan 2018,2141705,1280417.472,1213987.645,66429.82739,861287.5279,59.78495975,56.68323344,5.188138153,40.21504025,1643547,1248219.109,1183662.17,64556.9389,395327.8906,75.94666349,72.01876007,5.171923616,24.05333651,0
North East,Dec-Feb 2018,2141842,1289426.158,1227153.07,62273.08846,852415.8415,60.2017403,57.29428548,4.829519554,39.7982597,1643130,1265368.842,1204224.049,61144.79331,377761.1578,77.00966097,73.28842203,4.832171559,22.99033903,0
North East,Jan-Mar 2018,2142036,1294272.617,1232149.058,62123.55917,847763.3829,60.42254272,57.52233193,4.799882061,39.57745728,1642752,1268507.935,1207345.307,61162.62734,374244.0655,77.21846843,73.49528761,4.821619611,22.78153157,0
North East,Feb-Apr 2018,2142139,1285506.406,1226496.135,59010.27146,856632.5938,60.01041044,57.25567457,4.59042998,39.98958956,1642298,1257312.679,1200347.865,56964.8139,384985.3213,76.55813249,73.0895285,4.530679987,23.44186751,0
North East,Mar-May 2018,2142422,1261819.484,1200203.622,61615.86149,880602.5162,58.89686924,56.02087835,4.883096376,41.10313076,1641973,1234936.419,1174757.524,60178.89505,407036.5811,75.21051923,71.54548363,4.873035901,24.78948077,0
North East,Apr-Jun 2018,2142586,1250793.676,1196074.327,54719.3493,891792.324,58.37775828,55.82386549,4.374770224,41.62224172,1641566,1222638.891,1167350.19,55288.70158,418927.1088,74.48003255,71.11198634,4.522079412,25.51996745,0
North East,May-Jul 2018,2142760,1251021.717,1195147.127,55874.58979,891738.2831,58.38366018,55.77606111,4.466316535,41.61633982,1641189,1218308.355,1162033.709,56274.64657,422880.6447,74.23327571,70.80438077,4.619080738,25.76672429,0
North East,Jun-Aug 2018,2143041,1267655.963,1212149.659,55506.30361,875385.037,59.15220302,56.56213107,4.378656768,40.84779698,1640824,1228545.041,1172155.07,56389.97025,412278.9593,74.87366352,71.43697742,4.589979886,25.12633648,0
North East,Jul-Sep 2018,2143227,1269971.72,1207160.294,62811.42613,873255.2797,59.25511951,56.32442547,4.945891718,40.74488049,1640371,1229774.932,1166177.864,63597.06839,410596.0678,74.96931683,71.09232386,5.171439645,25.03068317,0
North East,Aug-Oct 2018,2143538,1283082.593,1213597.042,69485.55165,860455.4066,59.85816876,56.61653965,5.415516664,40.14183124,1640040,1243390.672,1172936.537,70454.13562,396649.3277,75.81465527,71.51877617,5.666291149,24.18534473,0
North East,Sep-Nov 2018,2143803,1278428.418,1208421.66,70006.75879,865374.5817,59.63367055,56.36812989,5.476001455,40.36632945,1639668,1245595.24,1177558.276,68036.96411,394072.7603,75.96630779,71.81687241,5.462204892,24.03369221,0
North East,Oct-Dec 2018,2144119,1280324.214,1211360.01,68964.20401,863794.7861,59.71330014,56.49686467,5.386464089,40.28669986,1639340,1246326.87,1178550.571,67776.29857,393013.13,76.02613674,71.89177178,5.438083716,23.97386326,0
North East,Nov-Jan 2019,2144407,1285373.295,1220381.508,64991.78723,859033.7045,59.94073399,56.90997596,5.056257778,40.05926601,1638978,1250998.688,1188326.04,62672.64781,387979.3119,76.32797317,72.50408732,5.009809235,23.67202683,0
North East,Dec-Feb 2019,2144556,1268447.877,1197653.347,70794.53005,876108.123,59.14734225,55.84621464,5.581193467,40.85265775,1638531,1232128.84,1162796.723,69332.11671,406402.1604,75.19716378,70.96580552,5.627018416,24.80283622,0
North East,Jan-Mar 2019,2144874,1275211.077,1206184.461,69026.61644,869662.9225,59.45389228,56.23567916,5.412956149,40.54610772,1638201,1233777.803,1165283.895,68493.9075,404423.1971,75.31296849,71.13192432,5.551559392,24.68703151,0
North East,Feb-Apr 2019,2145128,1272629.898,1200197.4,72432.49773,872498.1023,59.32652493,55.94992,5.691560277,40.67347507,1637836,1228667.926,1157453.876,71214.05013,409168.0743,75.01776281,70.66970536,5.796037208,24.98223719,0
North East,Mar-May 2019,2145379,1272904.456,1201776.427,71128.02922,872474.5436,59.33238167,56.01697543,5.58785295,40.66761833,1637465,1229698.156,1159677.049,70021.10732,407766.844,75.09767574,70.82148618,5.694170311,24.90232426,0
North East,Apr-Jun 2019,2145602,1272101.729,1204063.456,68038.27325,873500.2711,59.28880234,56.11774484,5.348493104,40.71119766,1637007,1227267.139,1159471.749,67795.38997,409739.8607,74.97018273,70.82875939,5.524093964,25.02981727,0
North East,May-Jul 2019,2145994,1273375.109,1210079.21,63295.89949,872618.891,59.33730984,56.38781886,4.970719079,40.66269016,1636752,1226917.392,1163482.325,63435.0675,409834.6077,74.96049446,71.08482683,5.17028024,25.03950554,0
North East,Jun-Aug 2019,2146236,1282498.76,1208027.379,74471.38102,863737.2396,59.75571933,56.28585949,5.806740975,40.24428067,1636447,1240270.843,1164338.948,75931.89523,396176.1567,75.79046821,71.15042211,6.122202714,24.20953179,0
North East,Jul-Sep 2019,2146506,1285072.86,1209872.892,75199.96858,861433.1395,59.86812338,56.36475705,5.851805831,40.13187662,1636069,1240511.56,1165477.278,75034.28169,395557.4398,75.82269208,71.23643798,6.048656385,24.17730792,0
North East,Aug-Oct 2019,2146853,1278140.093,1199999.574,78140.51826,868712.9075,59.53551978,55.89574947,6.113611388,40.46448022,1635780,1236777.43,1160153.514,76623.91666,399002.5696,75.60780976,70.92356636,6.195449139,24.39219024,0
North East,Sep-Nov 2019,2147092,1286381.553,1206486.107,79895.44601,860710.4472,59.91273559,56.19163533,6.210866895,40.08726441,1635418,1243443.568,1167263.344,76180.22373,391974.4321,76.03215617,71.37400616,6.126552559,23.96784383,0
North East,Oct-Dec 2019,2147383,1276085.135,1198041.895,78043.24019,871297.865,59.4251298,55.7907879,6.115833344,40.5748702,1635150,1239043.647,1163327.589,75716.05895,396106.3525,75.7755342,71.1450074,6.11084679,24.2244658,0
North East,Nov-Jan 2020,2147592,1288235.129,1208607.559,79627.56979,859356.8708,59.98509629,56.2773357,6.181136346,40.01490371,1634723,1251518.522,1172849.737,78668.78443,383204.4783,76.55844579,71.74608403,6.285866574,23.44155421,0
North East,Dec-Feb 2020,2147978,1293594.052,1220998.464,72595.58772,854383.9484,60.22380358,56.84408611,5.611929618,39.77619642,1634486,1256577.23,1184632.778,71944.45142,377908.7703,76.87904514,72.47738912,5.725430139,23.12095486,0
North East,Jan-Mar 2020,2146738,1293091.009,1222595.916,70495.09271,853646.9912,60.23515719,56.95133343,5.451672947,39.76484281,1633000,1255107.417,1185980.569,69126.84829,377892.5828,76.85899677,72.62587685,5.507643995,23.14100323,0
North East,Feb-Apr 2020,2145135,1302471.276,1232895.236,69576.03976,842663.7238,60.71745024,57.47401616,5.341848302,39.28254976,1631247,1261176.928,1195383.647,65793.28038,370070.0724,77.31367031,73.28035835,5.21681605,22.68632969,0
North East,Mar-May 2020,2145092,1309739.083,1241628.891,68110.19199,835352.917,61.05747833,57.88231419,5.200287055,38.94252167,1631211,1267952.693,1204084.306,63868.38724,363258.3066,77.73075914,73.8153621,5.037126982,22.26924086,0
North East,Apr-Jun 2020,2144354,1297412.492,1227817.399,69595.09267,846941.5085,60.50365245,57.25814855,5.364145414,39.49634755,1629584,1258235.643,1191789.109,66446.53418,371348.3568,77.21207641,73.13456127,5.280929255,22.78792359,0
North East,May-Jul 2020,2146397,1293603.403,1221864.611,71738.79125,852793.5975,60.26859908,56.92631006,5.545655733,39.73140092,1630598,1258948.991,1191032.623,67916.36797,371649.0095,77.20780907,73.04268879,5.39468783,22.79219093,0
North East,Jun-Aug 2020,2147257,1290344.733,1205132.245,85212.48765,856912.2675,60.09270118,56.12426667,6.60385442,39.90729882,1630619,1254838.708,1169071.56,85767.14814,375780.2923,76.95474588,71.69495508,6.83491413,23.04525412,0
North East,Jul-Sep 2020,2147449,1288752.556,1203553.422,85199.13453,858696.4438,60.0131857,56.04572782,6.610976957,39.9868143,1630131,1252461.765,1167394.847,85066.91795,377669.2355,76.83197022,71.6135603,6.791977237,23.16802978,0
North East,Aug-Oct 2020,2147285,1286299.745,1202921.148,83378.59779,860985.2546,59.90354077,56.02056306,6.4820504,40.09645923,1629393,1248683.153,1164767.897,83915.25521,380709.8474,76.63486664,71.48477362,6.720300105,23.36513336,0
North East,Sep-Nov 2020,2146500,1280140.705,1200379.291,79761.41448,866359.2947,59.6385141,55.92263176,6.230675593,40.3614859,1628177,1240214.671,1163097.472,77117.19951,387962.3288,76.17198076,71.435567,6.218052511,23.82801924,0
