Region,Date,All aged 16 & over,Total economically active,Total in employment,Unemployed,Economically inactive,Economic activity rate (%),Employment rate (%),Unemployment rate (%),Economic inactivity rate (%),All aged 16 to 64,Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Economic inactivity rate (%) (16 to 64),Treated
South West,Apr-Jun 2007,4157507,2633872.292,2529234.727,104637.5652,1523634.708,63.35220342,60.83536905,3.972765329,36.64779658,3235536,2564242.119,2461140.889,103101.2306,671293.8806,79.25246758,76.06594051,4.020729158,20.74753242,0
South West,May-Jul 2007,4161637,2633943.724,2537845.097,96098.62653,1527693.276,63.29104926,60.98189479,3.648469239,36.70895074,3238690,2564890.201,2470755.563,94134.63848,673799.7987,79.19529814,76.28873288,3.670123518,20.80470186,0
South West,Jun-Aug 2007,4164203,2654860.497,2552778.863,102081.6344,1509342.503,63.75434861,61.30293991,3.845084685,36.24565139,3239713,2583131.909,2481991.999,101139.91,656581.0907,79.7333563,76.6114776,3.915398576,20.2666437,0
South West,Jul-Sep 2007,4166965,2648330.248,2545211.397,103118.8501,1518634.752,63.55537538,61.08070016,3.893730785,36.44462462,3241083,2576932.416,2475392.613,101539.8027,664150.5841,79.5083747,76.37547737,3.940336272,20.4916253,0
South West,Aug-Oct 2007,4169961,2656043.661,2552730.029,103313.6324,1513917.339,63.6946883,61.21711999,3.889756555,36.3053117,3242404,2583810.33,2481819.008,101991.3214,658593.6704,79.68810579,76.54255942,3.947322304,20.31189421,0
South West,Sep-Nov 2007,4172407,2653466.731,2557089.128,96377.60332,1518940.269,63.59558717,61.28570697,3.632139126,36.40441283,3243359,2582240.538,2487197.811,95042.7271,661118.4621,79.61624162,76.68586212,3.680630278,20.38375838,0
South West,Oct-Dec 2007,4175157,2666771.431,2569654.472,97116.95842,1508385.569,63.8723629,61.54629568,3.64174287,36.1276371,3244574,2596753.927,2500676.073,96077.85383,647820.073,80.03374024,77.07255477,3.699921384,19.96625976,0
South West,Nov-Jan 2008,4178199,2672495.448,2575439.595,97055.8533,1505703.552,63.96285692,61.6399457,3.631656449,36.03714308,3246054,2598786.465,2504087.335,94699.13012,647267.5346,80.05986547,77.14250395,3.643975039,19.94013453,0
South West,Dec-Feb 2008,4180846,2664825.356,2567672.552,97152.80361,1516020.644,63.7389025,61.41514306,3.645747494,36.2610975,3247192,2589552.946,2493800.018,95752.9284,657639.0536,79.747454,76.79866229,3.697662507,20.252546,0
South West,Jan-Mar 2008,4183671,2666567.809,2569639.916,96927.89282,1517103.191,63.73751208,61.42069766,3.634930733,36.26248792,3248406,2591627.77,2496468.418,95159.35146,656778.2303,79.78152268,76.85210587,3.671798573,20.21847732,0
South West,Feb-Apr 2008,4186437,2667365.823,2560865.831,106499.9926,1519071.177,63.71446228,61.17053309,3.992702902,36.28553772,3249651,2592304.066,2487918.625,104385.4408,657346.9344,79.77176828,76.55956362,4.026743705,20.22823172,0
South West,Mar-May 2008,4189367,2679933.172,2577231.78,102701.3923,1509433.828,63.96988309,61.51840552,3.832237065,36.03011691,3251016,2605025.903,2504447.007,100578.8965,645990.097,80.12959343,77.03582531,3.860955715,19.87040657,0
South West,Apr-Jun 2008,4192037,2669053.917,2568701.875,100352.0421,1522983.083,63.66961735,61.27574434,3.759835704,36.33038265,3252180,2593710.435,2495123.021,98587.41379,658469.565,79.75297908,76.72155358,3.801018512,20.24702092,0
South West,May-Jul 2008,4194682,2669040.304,2567308.876,101731.4277,1525641.696,63.62914528,61.20389761,3.811535838,36.37085472,3253346,2591854.187,2492325.481,99528.70612,661491.8132,79.667339,76.60806692,3.84005808,20.332661,0
South West,Jun-Aug 2008,4196681,2670047.493,2565137.566,104909.9274,1526633.507,63.62283655,61.12300567,3.929140873,36.37716345,3253671,2593796.293,2490535.79,103260.5028,659874.7071,79.71907095,76.54540948,3.981056767,20.28092905,0
South West,Jul-Sep 2008,4198339,2677981.235,2566658.313,111322.9218,1520357.765,63.7866841,61.1350897,4.156971691,36.2133159,3253695,2602530.367,2492330.75,110199.6169,651164.633,79.98691847,76.60001168,4.234325883,20.01308153,0
South West,Aug-Oct 2008,4200148,2675098.987,2559072.073,116026.9142,1525049.013,63.69058869,60.92814046,4.337294238,36.30941131,3253842,2600034.383,2485369.039,114665.3445,653807.6167,79.90659606,76.38259752,4.410147235,20.09340394,0
South West,Sep-Nov 2008,4201897,2687802.041,2561197.647,126604.3936,1514094.959,63.9663952,60.95336576,4.710331777,36.0336048,3254012,2609662.219,2485019.327,124642.8918,644349.7814,80.19829732,76.36785995,4.776207851,19.80170268,0
South West,Oct-Dec 2008,4203625,2676201.548,2549630.281,126571.2667,1527423.452,63.66413625,60.65313345,4.729511752,36.33586375,3254073,2597042.276,2472532.846,124509.4299,657030.7243,79.80897404,75.98270985,4.794278131,20.19102596,0
South West,Nov-Jan 2009,4205501,2694819.025,2555783.426,139035.5988,1510681.975,64.07843024,60.77238897,5.159366829,35.92156976,3254343,2614705.098,2478620.972,136084.1263,639637.9018,80.34509879,76.16348282,5.204568822,19.65490121,0
South West,Dec-Feb 2009,4207293,2700261.425,2558222.96,142038.4645,1507031.575,64.18049384,60.80448783,5.260174558,35.81950616,3254495,2620722.241,2480604.032,140118.2094,633772.7587,80.52623345,76.22085859,5.346549406,19.47376655,0
South West,Jan-Mar 2009,4209053,2703110.582,2547314.925,155795.6569,1505942.418,64.22134818,60.51990615,5.763569495,35.77865182,3254699,2623005.885,2469590.405,153415.4806,631693.1148,80.5913507,75.8776896,5.84884241,19.4086493,0
South West,Feb-Apr 2009,4210883,2684827.168,2529230.602,155596.566,1526055.832,63.75924402,60.0641386,5.795403438,36.24075598,3254850,2603733.652,2449866.851,153866.8007,651116.3479,79.9955037,75.2681952,5.90946776,20.0044963,0
South West,Mar-May 2009,4212615,2673318.907,2510411.404,162907.5029,1539296.093,63.45984399,59.59270914,6.093829751,36.54015601,3255009,2596868.966,2435011.726,161857.24,658140.0337,79.78070003,74.80814113,6.232784251,20.21929997,0
South West,Apr-Jun 2009,4214452,2673305.907,2504562.191,168743.7158,1541146.093,63.43187457,59.42794439,6.312173829,36.56812543,3255163,2596371.466,2428855.935,167515.5309,658791.534,79.76164223,74.61549345,6.451909255,20.23835777,0
South West,May-Jul 2009,4216266,2675738.285,2500308.122,175430.163,1540527.715,63.46227409,59.30147961,6.556327424,36.53772591,3255353,2594774.805,2420873.813,173900.9927,660578.1946,79.70793967,74.36593858,6.701968601,20.29206033,0
South West,Jun-Aug 2009,4218841,2680391.079,2505707.819,174683.2601,1538449.921,63.53382549,59.39327456,6.517081087,36.46617451,3256200,2586156.988,2412945.913,173211.0746,670043.0124,79.42254737,74.10312367,6.697624135,20.57745263,0
South West,Jul-Sep 2009,4221779,2660887.793,2488717.135,172170.6584,1560891.207,63.02764293,58.94948871,6.470421595,36.97235707,3257273,2566455.794,2396796.602,169659.1927,690817.2056,78.79154724,73.58292049,6.610641536,21.20845276,0
South West,Aug-Oct 2009,4224567,2638038.565,2463889.643,174148.923,1586528.435,62.44518232,58.32289185,6.601454779,37.55481768,3258291,2543915.142,2372542.813,171372.3297,714375.8576,78.07513639,72.81555922,6.736558418,21.92486361,0
South West,Sep-Nov 2009,4227160,2639972.01,2472733.77,167238.2403,1587187.99,62.45261619,58.49633726,6.334848994,37.54738381,3259098,2542265.097,2378604.747,163660.3499,716832.9033,78.00517495,72.98352939,6.437580021,21.99482505,0
South West,Oct-Dec 2009,4229936,2658519.741,2489801.989,168717.7522,1571416.259,62.85011737,58.86145768,6.346304283,37.14988263,3260101,2559427.457,2392577.136,166850.3212,700673.5433,78.50761239,73.38966294,6.519048654,21.49238761,0
South West,Nov-Jan 2010,4232838,2644724.91,2484202.81,160522.1,1588113.09,62.48112755,58.68882319,6.069519721,37.51887245,3261189,2547684.401,2391756.834,155927.5674,713504.5987,78.12133554,73.34002518,6.120364333,21.87866446,0
South West,Dec-Feb 2010,4235457,2636272.511,2470243.215,166029.2959,1599184.489,62.24292942,58.32294402,6.297880631,37.75707058,3262009,2537796.979,2375186.93,162610.0482,724212.0215,77.79858911,72.81362284,6.407527849,22.20141089,0
South West,Jan-Mar 2010,4238174,2649322.036,2488485.364,160836.6723,1588851.964,62.51093128,58.7159792,6.07086153,37.48906872,3262955,2550870.175,2393831.094,157039.08,712084.8255,78.17668875,73.36390157,6.156294491,21.82331125,0
South West,Feb-Apr 2010,4240888,2652624.097,2494316.057,158308.0406,1588263.903,62.54878925,58.81589084,5.967978681,37.45121075,3263889,2549442.924,2394531.061,154911.863,714446.0764,78.11058904,73.3643534,6.076302457,21.88941096,0
South West,Mar-May 2010,4243620,2671735.614,2506095.272,165640.3416,1571884.386,62.95887978,59.05560047,6.199728023,37.04112022,3264850,2569900.028,2406383.978,163516.0493,694949.9725,78.71418373,73.70580511,6.362739701,21.28581627,0
South West,Apr-Jun 2010,4246310,2686463.9,2521798.591,164665.3094,1559846.1,63.26584494,59.38800019,6.129444337,36.73415506,3265762,2579835.477,2418271.503,161563.974,685926.5226,78.99643261,74.04922659,6.262568888,21.00356739,0
South West,May-Jul 2010,4249170,2695039.041,2536037.996,159001.045,1554130.959,63.42506986,59.68313803,5.899767779,36.57493014,3266846,2586437.17,2430666.945,155770.2249,680408.83,79.17230166,74.40408716,6.022579117,20.82769834,0
South West,Jun-Aug 2010,4252139,2692777.817,2539878.089,152899.728,1559361.183,63.32760564,59.73177474,5.678141249,36.67239436,3267935,2583905.257,2434837.288,149067.9691,684029.7426,79.068441,74.50690691,5.769095777,20.931559,0
South West,Jul-Sep 2010,4255080,2693370.639,2547732.957,145637.6821,1561709.361,63.29776735,59.87508947,5.407264785,36.70223265,3268998,2580477.459,2438255.399,142222.0599,688520.5415,78.93787205,74.58724045,5.511462984,21.06212795,0
South West,Aug-Oct 2010,4257914,2703520.033,2551118.245,152401.7886,1554393.967,63.49400277,59.91474334,5.637161432,36.50599723,3269962,2595556.832,2445440.372,150116.4601,674405.1679,79.37574908,74.7849783,5.783593649,20.62425092,0
South West,Sep-Nov 2010,4260845,2686334.861,2528032.99,158301.8713,1574510.139,63.04699799,59.33172857,5.892856976,36.95300201,3271037,2580207.611,2423829.644,156377.9663,690829.3895,78.88041653,74.09973181,6.060673786,21.11958347,0
South West,Oct-Dec 2010,4263887,2690552.411,2524534.189,166018.222,1573334.589,63.1009314,59.20734271,6.170413975,36.8990686,3272198,2583674.014,2418695.498,164978.5155,688523.9862,78.95836419,73.91653862,6.38542303,21.04163581,0
South West,Nov-Jan 2011,4266703,2690201.597,2521551.401,168650.1963,1576501.403,63.05106302,59.0983577,6.269054203,36.94893698,3273147,2587384.844,2420340.06,167044.7835,685762.1564,79.04884332,73.94535168,6.456124374,20.95115668,0
South West,Dec-Feb 2011,4269767,2702634.038,2541440.738,161193.3,1567132.962,63.2969911,59.52176637,5.964303629,36.7030089,3274364,2598369.444,2438670.392,159699.0522,675994.5562,79.35493561,74.47768152,6.1461257,20.64506439,0
South West,Jan-Mar 2011,4272640,2676345.463,2503805.189,172540.2734,1596294.537,62.63915197,58.60089288,6.446861056,37.36084803,3275358,2580906.439,2410027.619,170878.8205,694451.5608,78.79768988,73.58058626,6.620883962,21.20231012,0
South West,Feb-Apr 2011,4275613,2685853.302,2513279.412,172573.89,1589759.698,62.81797025,58.78173287,6.425290982,37.18202975,3276414,2582046.687,2411652.645,170394.0424,694367.313,78.8070948,73.60646868,6.599185184,21.1929052,0
South West,Mar-May 2011,4278507,2679193.325,2507701.67,171491.6541,1599313.675,62.61981866,58.61160612,6.400868969,37.38018134,3277459,2575828.681,2406212.621,169616.0601,701630.3185,78.59224727,73.4170167,6.584912318,21.40775273,0
South West,Apr-Jun 2011,4281322,2675013.586,2498708.458,176305.1281,1606308.414,62.48101839,58.36301166,6.590812436,37.51898161,3278446,2568844.525,2394505.476,174339.0494,709601.475,78.35555397,73.03781961,6.786671896,21.64444603,0
South West,May-Jul 2011,4284416,2672720.886,2496496.872,176224.0136,1611695.114,62.38238504,58.26924538,6.593431231,37.61761496,3279627,2570911.582,2396568.547,174343.0342,708715.4184,78.39036517,73.07442424,6.781370292,21.60963483,0
South West,Jun-Aug 2011,4286995,2666828.572,2493079.85,173748.7228,1620166.428,62.20741037,58.15448466,6.515181538,37.79258963,3278909,2573825.556,2400730.397,173095.1593,705083.4436,78.49640098,73.21735361,6.725209439,21.50359902,0
South West,Jul-Sep 2011,4289445,2683406.823,2509123.436,174283.3869,1606038.177,62.55836881,58.49529336,6.494855176,37.44163119,3277988,2593182.432,2420151.846,173030.5868,684805.5675,79.10896661,73.8304059,6.672518856,20.89103339,0
South West,Aug-Oct 2011,4292091,2684795.918,2516368.697,168427.2207,1607295.082,62.55216672,58.62803695,6.273371452,37.44783328,3277353,2586411.86,2419291.022,167120.8372,690941.1405,78.91770766,73.81844502,6.461493618,21.08229234,0
South West,Sep-Nov 2011,4294633,2692866.722,2523556.305,169310.4172,1601766.278,62.70306968,58.76069748,6.28736713,37.29693032,3276531,2588206.655,2421277.292,166929.3629,688324.3453,78.99228345,73.89758534,6.449614934,21.00771655,0
South West,Oct-Dec 2011,4297194,2694287.834,2528794.44,165493.3942,1602906.166,62.6987712,58.84757448,6.142379893,37.3012288,3275739,2587123.526,2424797.201,162326.3242,688615.4745,78.97831682,74.02290601,6.274394038,21.02168318,0
South West,Nov-Jan 2012,4299741,2690696.393,2522167.57,168528.8229,1609044.607,62.57810395,58.65859292,6.263390524,37.42189605,3275002,2577479.517,2411367.518,166111.9992,697522.4832,78.70161657,73.62949756,6.444745655,21.29838343,0
South West,Dec-Feb 2012,4302382,2682353.656,2506363.025,175990.6304,1620028.344,62.34578091,58.25524152,6.561052454,37.65421909,3274245,2569287.461,2397062.26,172225.2006,704957.5392,78.46961546,73.2096181,6.70322816,21.53038454,0
South West,Jan-Mar 2012,4304915,2671555.96,2498341.97,173213.9906,1633359.04,62.05827433,58.0346411,6.483636995,37.94172567,3273456,2564630.599,2396162.232,168468.3669,708825.4015,78.34626763,73.19976904,6.56891355,21.65373237,0
South West,Feb-Apr 2012,4307473,2666435.604,2504908.697,161526.9071,1641037.396,61.90254946,58.15262678,6.057783914,38.09745054,3272634,2556925.699,2399912.448,157013.2508,715708.3011,78.13051196,73.33274812,6.140704476,21.86948804,0
South West,Mar-May 2012,4309953,2682676.421,2524047.124,158629.2966,1627276.579,62.24375117,58.56321692,5.913098404,37.75624883,3271862,2567418.844,2412779.764,154639.0801,704443.1562,78.46965562,73.74332303,6.023134109,21.53034438,0
South West,Apr-Jun 2012,4312390,2691106.804,2536005.477,155101.3275,1621283.196,62.40406838,58.80742411,5.763477217,37.59593162,3271005,2584396.199,2432006.452,152389.7466,686608.8015,79.00924023,74.35043517,5.896531914,20.99075977,0
South West,May-Jul 2012,4315073,2705823.121,2554507.094,151316.0271,1609249.879,62.70631159,59.19962637,5.592236461,37.29368841,3270277,2597671.057,2447590.067,150080.9898,672605.9427,79.43275317,74.8435092,5.77752096,20.56724683,0
South West,Jun-Aug 2012,4317845,2696966.971,2542371.571,154595.4004,1620878.029,62.46094918,58.8805659,5.732194799,37.53905082,3270513,2597745.154,2443268.581,154476.5734,672767.8459,79.42928691,74.70597367,5.946563817,20.57071309,0
South West,Jul-Sep 2012,4320596,2689336.59,2537412.086,151924.5042,1631259.41,62.24457436,58.72828855,5.64914428,37.75542564,3270727,2592913.045,2441215.939,151697.106,677813.9549,79.27635187,74.63832778,5.850450955,20.72364813,0
South West,Aug-Oct 2012,4323296,2692043.783,2545832.957,146210.8262,1631252.217,62.2683199,58.88639032,5.431220215,37.7316801,3270909,2593833.879,2446893.537,146940.3424,677075.1207,79.30009301,74.80775335,5.664986629,20.69990699,0
South West,Sep-Nov 2012,4325982,2699674.798,2556930.3,142744.4974,1626307.202,62.40605711,59.10635551,5.287470089,37.59394289,3271027,2596270.435,2453560.6,142709.8345,674756.5653,79.37172132,75.00887642,5.496724554,20.62827868,0
South West,Oct-Dec 2012,4328884,2706210.637,2555649.04,150561.5965,1622673.363,62.51520338,59.03713383,5.56355793,37.48479662,3271342,2601609.64,2452182.22,149427.4199,669732.3601,79.52729002,74.95951875,5.743652608,20.47270998,0
South West,Nov-Jan 2013,4331664,2702942.839,2545565.983,157376.8552,1628721.161,62.39964223,58.76646904,5.82242632,37.60035777,3271580,2602737.87,2446485.016,156252.8537,668842.1302,79.55599037,74.77992334,6.003403396,20.44400963,0
South West,Dec-Feb 2013,4334365,2705938.619,2537808.436,168130.1834,1628426.381,62.42987425,58.55087044,6.213377576,37.57012575,3271715,2608714.543,2440753.385,167961.1581,663000.4567,79.73538475,74.60165036,6.438464435,20.26461525,0
South West,Jan-Mar 2013,4337096,2703909.986,2533423.613,170486.3737,1633186.014,62.34378917,58.41290146,6.305179337,37.65621083,3271962,2604351.325,2435018.837,169332.488,667610.6751,79.59601379,74.4207554,6.501906495,20.40398621,0
South West,Feb-Apr 2013,4339779,2705456.593,2535361.741,170094.8523,1634322.407,62.34088402,58.42144821,6.287103357,37.65911598,3272084,2603641.262,2436184.02,167457.2427,668442.7376,79.57134543,74.45359042,6.431655741,20.42865457,0
South West,Mar-May 2013,4342589,2691113.724,2534240.973,156872.7514,1651475.276,61.9702607,58.35783614,5.82928733,38.0297393,3272308,2590074.044,2436228.437,153845.6067,682233.9561,79.1512915,74.44985121,5.939815004,20.8487085,0
South West,Apr-Jun 2013,4345288,2692708.663,2531956.185,160752.4779,1652579.337,61.96847396,58.26900737,5.969917212,38.03152604,3272499,2582015.139,2424274.307,157740.8315,690483.861,78.90041033,74.08021538,6.109214046,21.09958967,0
South West,May-Jul 2013,4347904,2689462.222,2523914.73,165547.4916,1658441.778,61.85652263,58.04899855,6.155412419,38.14347737,3272597,2577936.382,2414280.69,163655.6923,694660.6178,78.77341396,73.77262431,6.348321605,21.22658604,0
South West,Jun-Aug 2013,4351146,2724284.061,2552511.978,171772.083,1626861.939,62.6107251,58.66298161,6.305219248,37.3892749,3273436,2601115.415,2431519.041,169596.3743,672320.5852,79.46131877,74.28032931,6.520140295,20.53868123,0
South West,Jul-Sep 2013,4354298,2733402.826,2561844.285,171558.5405,1620895.174,62.77482216,58.83484055,6.2763724,37.22517784,3274112,2613026.32,2445519.92,167506.3993,661085.6804,79.80870293,74.69261651,6.410436743,20.19129707,0
South West,Aug-Oct 2013,4357191,2709876.307,2543354.845,166521.4614,1647314.693,62.19319526,58.37143346,6.14498385,37.80680474,3274713,2592561.991,2430698.693,161863.2985,682151.0089,79.16913608,74.22631213,6.243372349,20.83086392,0
South West,Sep-Nov 2013,4360323,2730143.206,2548165.795,181977.4108,1630179.794,62.61332488,58.43984023,6.665489576,37.38667512,3275449,2619477.327,2443388.915,176088.4118,655971.6728,79.97307628,74.59706793,6.722272799,20.02692372,0
South West,Oct-Dec 2013,4363436,2740258.379,2565128.221,175130.1573,1623177.621,62.80047143,58.78688771,6.391008915,37.19952857,3276235,2626145.299,2457278.013,168867.2857,650089.7011,80.15741541,75.0031061,6.430233915,19.84258459,0
South West,Nov-Jan 2014,4366503,2741939.699,2580970.932,160968.7669,1624563.301,62.79486579,59.10841998,5.870616593,37.20513421,3276857,2629340.59,2472309.088,157031.5021,647516.4101,80.2397111,75.44757333,5.972276952,19.7602889,0
South West,Dec-Feb 2014,4369652,2748286.318,2613543.636,134742.6828,1621365.682,62.89485566,59.81125352,4.902789127,37.10514434,3277628,2618370.354,2488011.464,130358.8891,659257.6465,79.88613575,75.90890316,4.978626837,20.11386425,0
South West,Jan-Mar 2014,4372783,2749842.932,2614942.309,134900.6227,1622940.068,62.88541946,59.80041336,4.905757384,37.11458054,3278356,2616214.404,2484969.877,131244.5272,662141.596,79.80263291,75.7992688,5.016581479,20.19736709,0
South West,Feb-Apr 2014,4375757,2758584.592,2623435.869,135148.723,1617172.408,63.04245396,59.95387471,4.899205315,36.95754604,3278955,2624938.853,2491891.589,133047.2631,654016.1474,80.0541286,75.99651686,5.068585234,19.9458714,0
South West,Mar-May 2014,4378736,2746531.883,2611301.917,135229.966,1632204.117,62.72430864,59.63597524,4.923662706,37.27569136,3279610,2627936.466,2494522.333,133414.1334,651673.534,80.12954181,76.06155404,5.076764037,19.87045819,0
South West,Apr-Jun 2014,4381862,2739037.929,2599174.028,139863.901,1642824.071,62.50853928,59.31665644,5.106314868,37.49146072,3280348,2625695.56,2488226.443,137469.1171,654652.4396,80.04320152,75.85251453,5.235531458,19.95679848,0
South West,May-Jul 2014,4385002,2734523.508,2600085.544,134437.9649,1650478.492,62.36082694,59.29496825,4.916321418,37.63917306,3281032,2621580.864,2489170.447,132410.4164,659451.1363,79.90110623,75.86547304,5.050785129,20.09889377,0
South West,Jun-Aug 2014,4388370,2742190.958,2613791.967,128398.9912,1646179.042,62.48768809,59.56179554,4.68235047,37.51231191,3282481,2624887.037,2498701.611,126185.4259,657593.9629,79.96655691,76.12234804,4.807270719,20.03344309,0
South West,Jul-Sep 2014,4391553,2754093.332,2624500.617,129592.7152,1637459.668,62.71342581,59.76247166,4.705458369,37.28657419,3283819,2641055.091,2513005.129,128049.9625,642763.9088,80.42632956,76.5269075,4.848439659,19.57367044,0
South West,Aug-Oct 2014,4395054,2758630.694,2630869.198,127761.4962,1636423.306,62.76670763,59.8597696,4.631337439,37.23329237,3285418,2642545.601,2514379.341,128166.2591,642872.3994,80.4325538,76.5314898,4.850105862,19.5674462,0
South West,Sep-Nov 2014,4398491,2752913.512,2633531.871,119381.6405,1645577.488,62.58768091,59.87353098,4.336556159,37.41231909,3286948,2635927.607,2517640.983,118286.6241,651020.3933,80.19377267,76.5950962,4.487476204,19.80622733,0
South West,Oct-Dec 2014,4401747,2744369.88,2619704.203,124665.6765,1657377.12,62.34728802,59.5151017,4.542597461,37.65271198,3288364,2624850.558,2503108.259,121742.2984,663513.4424,79.82238455,76.12016976,4.638065889,20.17761545,0
South West,Nov-Jan 2015,4405063,2754188.695,2629691.104,124497.5911,1650874.305,62.52325325,59.69701465,4.520299982,37.47674675,3289807,2638326.038,2516039.285,122286.7528,651480.9624,80.19698534,76.47984471,4.635012923,19.80301466,0
South West,Dec-Feb 2015,4408408,2779677.687,2649768.062,129909.6253,1628730.313,63.05400243,60.10714212,4.673549956,36.94599757,3291246,2656985.923,2528428.544,128557.3792,634260.0768,80.72887664,76.82283682,4.838466704,19.27112336,0
South West,Jan-Mar 2015,4411826,2785374.585,2664996.371,120378.2131,1626451.415,63.1342801,60.40574518,4.321796204,36.8657199,3292753,2663830.127,2544887.322,118942.8048,628922.8727,80.8997859,77.28752574,4.465104722,19.1002141,0
South West,Feb-Apr 2015,4415130,2787483.338,2669348.235,118135.1027,1627646.662,63.13479644,60.45910846,4.238055922,36.86520356,3294197,2658007.201,2541720.805,116286.3957,636189.799,80.68756061,77.15752292,4.374946603,19.31243939,0
South West,Mar-May 2015,4418567,2784993.753,2658680.051,126313.7023,1633573.247,63.02934307,60.17064019,4.535511153,36.97065693,3295664,2665542.835,2540688.235,124854.5998,630121.1653,80.8802971,77.09184659,4.68402151,19.1197029,0
South West,Apr-Jun 2015,4421831,2820575.039,2697278.169,123296.8698,1601255.961,63.78749072,60.99912387,4.371338046,36.21250928,3297057,2693105.502,2572464.979,120640.5229,603951.4977,81.68210323,78.02306661,4.479606269,18.31789677,0
South West,May-Jul 2015,4425200,2833389.239,2716031.064,117358.1747,1591810.761,64.02850129,61.37645902,4.141971498,35.97149871,3298578,2701019.873,2585932.554,115087.319,597558.1267,81.88437179,78.39537383,4.260883828,18.11562821,0
South West,Jun-Aug 2015,4428150,2834705.039,2720729.548,113975.4911,1593444.961,64.01556042,61.44167536,4.020717838,35.98443958,3299700,2703092.219,2591211.034,111881.1854,596607.781,81.91933264,78.52868544,4.139007343,18.08066736,0
South West,Jul-Sep 2015,4431040,2832121.953,2720460.343,111661.6105,1598918.047,63.91551314,61.39552663,3.942683694,36.08448686,3300776,2690064.517,2580292.137,109772.3797,610711.4835,81.4979422,78.17228848,4.080659741,18.5020578,0
South West,Aug-Oct 2015,4433969,2837054.065,2729815.947,107238.118,1596914.935,63.98452639,61.56596826,3.779910977,36.01547361,3301972,2688037.705,2582179.191,105858.5143,613934.2945,81.40704117,78.20112318,3.938133535,18.59295883,0
South West,Sep-Nov 2015,4436709,2825102.572,2718981.443,106121.1294,1611606.428,63.67563373,61.28374529,3.756363768,36.32436627,3302954,2672217.289,2568247.946,103969.343,630736.7114,80.90386026,77.75609184,3.890751829,19.09613974,0
South West,Oct-Dec 2015,4439561,2815817.184,2710044.7,105772.4847,1623743.816,63.42557708,61.04307835,3.75636903,36.57442292,3304020,2663759.864,2561420.901,102338.9631,640260.1364,80.62178387,77.52437638,3.841898982,19.37821613,0
South West,Nov-Jan 2016,4442370,2799241.92,2691921.567,107320.3536,1643128.08,63.01235422,60.59651867,3.833907775,36.98764578,3305068,2648636.76,2545007.618,103629.1421,656431.2398,80.13864647,77.00318475,3.912546397,19.86135353,0
South West,Dec-Feb 2016,4445351,2787613.303,2680302.543,107310.7599,1657737.697,62.70850835,60.29450865,3.849556888,37.29149165,3306229,2647505.149,2543194.4,104310.7488,658723.8509,80.07627872,76.92130219,3.939963964,19.92372128,0
South West,Jan-Mar 2016,4448327,2804739.714,2686085.202,118654.5112,1643587.286,63.05156329,60.38416696,4.230499917,36.94843671,3307442,2661813.212,2545378.224,116434.988,645628.7884,80.47951292,76.95911897,4.374273428,19.52048708,0
South West,Feb-Apr 2016,4451022,2804470.468,2688288.052,116182.4155,1646551.532,63.00733782,60.3970965,4.142757673,36.99266218,3308384,2661921.897,2548660.547,113261.3505,646462.1029,80.45988305,77.03641858,4.254871287,19.54011695,0
South West,Mar-May 2016,4453900,2826764.927,2713454.778,113310.1489,1627135.073,63.46718442,60.92311857,4.008474415,36.53281558,3309504,2671727.143,2561403.604,110323.5397,637776.8567,80.72892927,77.39539229,4.129296659,19.27107073,0
South West,Apr-Jun 2016,4456788,2827766.111,2713438.394,114327.7173,1629021.889,63.44852192,60.88327275,4.043040082,36.55147808,3310607,2677223.819,2565932.124,111291.6951,633383.1811,80.86806495,77.50639456,4.15698136,19.13193505,0
South West,May-Jul 2016,4459795,2821339.121,2701236.059,120103.0616,1638455.879,63.26163245,60.56861491,4.256952336,36.73836755,3311804,2678966.873,2559234.796,119732.0764,632837.1274,80.89146799,77.27615512,4.469337699,19.10853201,0
South West,Jun-Aug 2016,4462353,2826458.354,2707208.259,119250.0949,1635894.646,63.34008883,60.66772976,4.219064283,36.65991117,3312689,2669563.232,2550530.132,119033.0996,643125.7681,80.58599017,76.99274312,4.458897929,19.41400983,0
South West,Jul-Sep 2016,4465098,2825293.244,2716265.639,109027.6041,1639804.756,63.27505563,60.83328159,3.858983643,36.72494437,3313840,2672947.931,2564905.47,108042.4611,640892.0688,80.66013843,77.39979812,4.042071298,19.33986157,0
South West,Aug-Oct 2016,4467768,2818565.614,2717716.208,100849.4061,1649202.386,63.08666014,60.82939419,3.578040034,36.91333986,3314857,2676453.308,2576482.59,99970.7182,638403.6919,80.7411393,77.72530127,3.735193806,19.2588607,0
South West,Sep-Nov 2016,4470526,2806225.042,2706380.804,99844.23772,1664300.958,62.77169715,60.53830811,3.557955483,37.22830285,3316000,2671105.926,2571753.294,99352.63156,644894.0743,80.55204842,77.55588945,3.719531697,19.44795158,0
South West,Oct-Dec 2016,4473265,2811223.983,2712799.659,98424.3243,1662041.017,62.84501327,60.64473396,3.501119971,37.15498673,3317105,2672070.49,2575504.446,96566.04393,645034.5104,80.55429327,77.64313899,3.613903312,19.44570673,0
