region,year,total_economically_active,total_in_employment,unemployed,employment_rate,total_economically_active_16_64,total_in_employment_16_64,unemployed_16_64,economically_inactive_16_64,economic_activity_rate_16_64,employment_rate_16_64,unemployment_rate_16_64,treated,RegionID
NorthWest,1997,3165460.4350833334,2937670.7834166666,227789.65162500003,55.76387872749999,3127110.9747499996,2900799.8543333337,226311.12036666667,1119194.02525,73.64308429,68.3134799875,7.237098247416667,0.0,5
NorthWest,1998,3149567.54025,2937308.947833333,212258.59231666665,55.722125589166666,3106758.0679166666,2895375.43075,211382.63725,1142848.0987500001,73.10698069416667,68.132815455,6.80338094375,0.0,5
NorthWest,1999,3181952.104916667,2978162.5558333336,203789.54938333333,56.534348667500005,3144033.8543333337,2941364.4173333333,202669.43685000003,1102857.8956666666,74.0313494575,69.25916984333334,6.447788075416667,0.0,5
NorthWest,2000,3205090.08475,3025771.4743333333,179318.61035,57.3245172925,3168324.434,2989503.7295833337,178820.70436666664,1087013.7326666666,74.455493085,70.2530426375,5.643709171583333,0.0,5
NorthWest,2001,3206185.7715000003,3036477.841666667,169707.929725,57.344929055,3169796.9028333332,3000737.8493333333,169059.05354999998,1097245.2638333333,74.28589091333333,70.32392569416668,5.333293353666667,0.0,5
NorthWest,2002,3227637.2455,3053717.220833333,173920.0248,57.36629442,3189794.987083333,3016393.3717500004,173401.61550833334,1099652.9295833332,74.36320863916667,70.32061015250001,5.436845422583333,0.0,5
NorthWest,2003,3290987.9424166665,3129188.680083333,161799.26224166667,58.35091257833333,3245759.794583333,3085410.6975,160349.0972,1076465.9554166666,75.09434861166666,71.38446320583334,4.940205718583333,0.0,5
NorthWest,2004,3320997.8710833336,3169879.0510833333,151118.81991666666,58.68212039,3271778.3645833335,3121468.0159166665,150310.34866666666,1083379.3020833333,75.12440757083333,71.673007395,4.5938039386666665,0.0,5
NorthWest,2005,3353643.1374166664,3199772.4845000003,153870.65284999998,58.80790729666666,3290826.693166667,3138079.0351666664,152747.65780833332,1097913.7235,74.983726105,71.50330169749999,4.641600570083333,0.0,5
NorthWest,2006,3387817.509166667,3212280.11325,175537.395975,58.602688531666665,3331638.6973333335,3157229.6492500002,174409.04788333332,1093045.4693333332,75.29607476166667,71.35470530666667,5.233626584833334,0.0,5
NorthWest,2007,3408747.443916667,3210778.3505,197969.09330833334,58.173067798333335,3348239.857416667,3151151.312333333,197088.545075,1106684.3092500002,75.15806405083333,70.73410036416666,5.886123399083334,0.0,5
