Region,Year,Total economically active,Total in employment,Unemployed,Employment rate (%),Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Treated
South East,2021,4732817.68,4535816.204,197001.4757,61.62116425,4531633.114,4338773.268,192859.846,1050661.886,81.17867497,77.72382628,4.255857462,0
South East,2021,4763446.916,4554702.456,208744.4601,61.85276906,4555423.828,4350215.175,205208.653,1027367.172,81.59760643,77.92187053,4.504710444,0
South East,2021,4764229.285,4568855.965,195373.3202,61.95471407,4553412.619,4360559.63,192852.9888,1035850.381,81.46713831,78.01671938,4.235350603,0
South East,2021,4766210.397,4568418.989,197791.4078,61.90984365,4564307.54,4370275.384,194032.1558,1028465.46,81.61081345,78.14147622,4.251075418,0
South East,2021,4766483.191,4585793.398,180689.7927,62.12447643,4557945.599,4379899.611,178045.9881,1036807.401,81.4682185,78.28584409,3.906277165,0
South East,2021,4761655.924,4570493.217,191162.707,61.89888841,4563529.999,4375688.95,187841.0489,1032786.001,81.54525226,78.18873971,4.116134855,0
South East,2021,4745055.497,4548787.601,196267.896,61.62296096,4533681.619,4342355.29,191326.3288,1060990.381,81.03570002,77.61590474,4.220109501,0
South East,2021,4735633.304,4551546.699,184086.605,61.67621396,4521754.984,4343750.705,178004.2783,1071524.016,80.84265033,77.66018297,3.936619275,0
South West,1993,2326625.686,2108538.294,218087.3922,56.63631507,2273435.798,2057668.11,215767.6887,620347.2017,78.56276018,71.10651039,9.490819529,0
South West,1993,2333414.585,2108337.693,225076.8921,56.61822823,2278104.628,2055106.553,222998.0744,616107.3724,78.71243114,71.00746432,9.788754725,0
South West,1993,2330878.288,2104869.03,226009.2588,56.51010103,2279629.023,2056188.718,223440.305,615065.9769,78.75195912,71.03300065,9.801608187,0
South West,1993,2328849.925,2109808.726,219041.1992,56.62774367,2277655.86,2061456.502,216199.3579,617544.1403,78.67006976,71.20255947,9.492187195,0
South West,1993,2325225.387,2107679.833,217545.5534,56.5571997,2274678.027,2059219.689,215458.3388,620977.9726,78.5548431,71.11409949,9.472036755,0
South West,1993,2323772.045,2111038.281,212733.7635,56.63402238,2274236.924,2063834.697,210402.2266,621775.0764,78.52995511,71.26471496,9.251552659,0
South West,1993,2334324.372,2122958.567,211365.8045,56.9398986,2283284.806,2074163.211,209121.5944,613158.1945,78.83064868,71.61070358,9.158804624,0
South West,1993,2331936.741,2135334.501,196602.2398,57.25116538,2282827.181,2089157.102,193670.0787,614540.8194,78.78968708,72.10534188,8.483781881,0
South West,1993,2330878.364,2134968.34,195910.0245,57.22741628,2286546.553,2092668.801,193877.7523,611350.4471,78.90365161,72.21336026,8.479064293,0
South West,1993,2323902.84,2133435.238,190467.6014,57.16592658,2279398.192,2091350.729,188047.4633,619318.8081,78.63472674,72.1474614,8.24987332,0
South West,1993,2317105.861,2122181.921,194923.9391,56.84944764,2273053.784,2080153.129,192900.6547,626339.2159,78.39757439,71.74443511,8.486409605,0
South West,1993,2319964.167,2124634.381,195329.7867,56.89392934,2277691.962,2084033.883,193658.0796,622603.0378,78.53311343,71.85592785,8.502382358,0
South West,1994,2320772.806,2122524.055,198248.7505,56.8196167,2278032.504,2082328.439,195704.0643,622964.4963,78.52584831,71.77975156,8.59092502,0
South West,1994,2321978.066,2133960.604,188017.462,57.10933653,2278633.978,2093439.708,185194.2699,622997.0222,78.52941941,72.14699967,8.127425103,0
South West,1994,2331145.167,2149243.087,181902.0794,57.4989088,2290118.059,2110808.587,179309.4713,612392.9413,78.90127061,72.72353447,7.829704263,0
South West,1994,2327858.865,2149479.148,178379.7171,57.49053578,2290683.16,2114445.957,176237.2036,612391.8396,78.90540756,72.83469965,7.693652558,0
South West,1994,2339224.477,2159018.306,180206.1702,57.7259409,2300796.134,2122944.956,177851.1783,603066.866,79.2322549,73.10761409,7.729984228,0
South West,1994,2344562.217,2164760.413,179801.8044,57.86105856,2308381.521,2131648.506,176733.0152,596263.4793,79.47207045,73.38757423,7.656144083,0
South West,1994,2345117.944,2161761.317,183356.6278,57.7646543,2305880.223,2125309.561,180570.6622,599346.7769,79.37005346,73.15468158,7.830877789,0
South West,1994,2345869.265,2156183.85,189685.4145,57.58644307,2305320.1,2117383.496,187936.6041,601290.9001,79.31299028,72.84715759,8.152299722,0
South West,1994,2351513.106,2160911.859,190601.2462,57.687511,2309295.17,2120081.316,189213.8538,598428.8304,79.41933862,72.91205478,8.193575956,0
South West,1994,2355303.199,2170850.047,184453.1519,57.9211526,2314148.445,2130569.542,183578.9029,595069.5554,79.54537764,73.23512854,7.93289226,0
South West,1994,2356940.268,2175223.177,181717.0908,58.01300576,2310422.487,2129911.542,180510.9454,599790.5126,79.39015073,73.18747947,7.812897699,0
South West,1994,2345974.132,2174062.42,171911.7115,57.95574111,2301924.153,2130682.108,171242.0445,609457.8473,79.06637304,73.18456005,7.439082833,0
South West,1995,2339870.481,2168311.562,171558.9183,57.77672989,2296607.107,2125787.471,170819.6351,615912.8934,78.85292141,72.98790983,7.437912852,0
South West,1995,2338956.455,2164429.514,174526.9406,57.6456406,2295987.444,2122553.688,173433.7551,617796.5565,78.79744839,72.84526542,7.553776287,0
South West,1995,2343501.598,2161115.028,182386.5695,57.52964784,2300558.443,2119629.296,180929.1462,614478.5575,78.92038566,72.71363267,7.864575088,0
South West,1995,2348787.4,2165480.965,183306.4352,57.61910509,2304186.827,2121781.938,182404.8894,611951.1728,79.01501325,72.75999757,7.916236966,0
South West,1995,2353413.573,2165111.879,188301.6938,57.58057285,2306845.912,2119278.338,187567.5746,610572.0876,79.07149104,72.64225894,8.130910417,0
South West,1995,2352720.579,2170103.532,182617.0464,57.68804094,2305279.359,2123216.836,182062.5225,613316.6411,78.9859014,72.74788413,7.897633829,0
South West,1995,2355496.067,2177166.605,178329.4621,57.84848802,2305841.507,2129008.027,176833.4797,613973.4929,78.97217827,72.91585348,7.66893471,0
South West,1995,2354303.819,2184022.051,170281.7677,58.0132072,2303431.856,2134902.029,168529.8273,617065.1438,78.8712283,73.10064105,7.316466812,0
South West,1995,2352850.51,2180103.895,172746.6153,57.89226166,2300429.746,2129418.052,171011.6939,620720.2539,78.75082574,72.8965665,7.433902043,0
South West,1995,2358547.639,2180952.293,177595.3456,57.89586515,2304654.058,2128632.234,176021.8238,617270.9419,78.87451109,72.85033785,7.637667924,0
South West,1995,2369513.619,2195724.795,173788.8233,58.26992002,2315201.964,2143135.231,172066.7333,607474.0358,79.21514271,73.32784171,7.432039881,0
South West,1995,2363455.459,2195623.01,167832.4483,58.25293465,2311953.136,2145167.155,166785.9815,611247.8635,79.08977646,73.38418244,7.214072763,0
South West,1996,2360874.517,2189135.157,171739.3593,58.06379561,2309708.522,2139064.815,170643.7068,614217.4782,78.99339866,73.15728288,7.388105693,0
South West,1996,2353179.178,2189102.23,164076.9486,58.0426778,2300426.551,2137253.899,163172.652,624224.4492,78.65644656,73.07722866,7.093147656,0
South West,1996,2352130.167,2191631.625,160498.5422,58.09326185,2297961.166,2138896.449,159064.7167,627330.834,78.55493284,73.1173657,6.921993245,0
South West,1996,2351378.622,2195602.224,155776.3978,58.18134522,2298203.257,2143249.835,154953.4218,627783.7428,78.54454778,73.24878188,6.742372387,0
South West,1996,2338742.838,2187228.966,151513.8724,57.94321697,2286803.826,2135371.05,151432.7768,639806.1735,78.13831793,72.96397708,6.622027437,0
South West,1996,2344922.873,2198785.101,146137.7728,58.23226485,2297803.127,2151941.512,145861.6155,629474.8729,78.49623873,73.51339748,6.347872618,0
South West,1996,2334327.355,2189677.455,144649.9002,57.97542896,2287332.274,2143469.345,143862.9285,640553.7263,78.12231329,73.2087706,6.28955094,0
South West,1996,2349437.419,2200595.179,148842.2402,58.22459776,2300815.382,2152858.037,147957.3451,629310.6183,78.5227455,73.4732239,6.430648293,0
South West,1996,2347140.031,2197437.512,149702.5183,58.10269444,2299872.186,2150796.092,149076.0936,632320.8144,78.43522529,73.35110929,6.481929498,0
South West,1996,2363985.193,2215199.677,148785.5163,58.53032831,2316086.382,2168180.238,147906.1441,618354.6182,78.92768612,73.88733451,6.386037469,0
South West,1996,2375471.808,2221622.384,153849.4236,58.66242733,2325654.593,2172620.862,153033.7309,610877.4075,79.19731821,73.98594198,6.580243317,0
South West,1996,2389255.747,2234952.066,154303.6813,58.9733526,2343261.233,2190183.967,153077.2661,595463.7667,79.73734301,74.52837429,6.532659009,0
South West,1997,2403646.917,2253638.678,150008.2392,59.42724672,2355771.394,2207673.213,148098.1814,585013.6056,80.10688964,75.07088118,6.286610906,0
South West,1997,2397412.867,2255133.512,142279.3546,59.42877211,2346815.58,2206594.286,140221.2932,596055.4204,79.74578497,74.98100618,5.974960045,0
South West,1997,2386857.326,2249990.841,136866.4853,59.25358719,2335610.586,2200848.691,134761.8941,609447.4144,79.30609807,74.73023253,5.769878547,0
South West,1997,2395716.484,2269060.037,126656.4466,59.71825093,2344866.558,2219719.786,125146.7725,602243.4419,79.56494865,75.31852512,5.337053062,0
South West,1997,2402005.801,2272845.643,129160.1578,59.77199481,2350398.586,2223434.529,126964.0571,599029.4137,79.6899801,75.38527909,5.401809626,0
South West,1997,2404230.296,2265505.922,138724.3746,59.54178365,2351626.472,2214802.451,136824.021,599823.5278,79.67698833,75.04116455,5.81827185,0
South West,1997,2407683.311,2261821.905,145861.4061,59.40781621,2352968.495,2208973.851,143994.6446,600465.5045,79.66890391,74.79340493,6.119701343,0
South West,1997,2411744.187,2274167.415,137576.7722,59.70574677,2357835.879,2221591.343,136244.5359,596863.1214,79.79952877,75.18841488,5.778372324,0
South West,1997,2415968.948,2292213.041,123755.9074,60.15123114,2360802.971,2238051.339,122751.6314,595083.0292,79.86786266,75.71507627,5.199571202,0
South West,1997,2409589.036,2293114.008,116475.0281,60.14901967,2351520.553,2236737.092,114783.4609,605544.4473,79.52211239,75.64044388,4.881244212,0
South West,1997,2402447.588,2283998.381,118449.2066,59.88344694,2345904.093,2229455.813,116448.2799,612341.9071,79.30050756,75.36411147,4.963897725,0
South West,1997,2407265.172,2284347.887,122917.2851,59.86214638,2352102.702,2231107.695,120995.0062,607554.2984,79.47213821,75.38399535,5.144120882,0
South West,1998,2405775.248,2282619.252,123155.9969,59.78801839,2349687.716,2228311.082,121376.6338,611203.2842,79.35745408,75.25812608,5.165649586,0
South West,1998,2412576.475,2294237.272,118339.2033,60.06971639,2358457.575,2241733.229,116724.3462,603414.4247,79.62726192,75.6863642,4.949181506,0
South West,1998,2407988.728,2297335.742,110652.9862,60.12505707,2357877.398,2248471.307,109406.0913,605135.6017,79.57701834,75.88462511,4.640024601,0
South West,1998,2405302.21,2294455.373,110846.8373,60.02125631,2353790.567,2243759.753,110030.8139,610458.4332,79.40596646,75.69403761,4.674622097,0
South West,1998,2410733.256,2299222.092,111511.1634,60.11901035,2357899.122,2246751.796,111147.3257,607537.8785,79.51270324,75.76461061,4.713828707,0
South West,1998,2415428.133,2300319.732,115108.401,60.1210495,2357891.353,2243599.406,114291.9472,608829.6469,79.4780282,75.62556121,4.847210075,0
South West,1998,2421657.459,2307763.47,113893.9885,60.28726823,2364805.596,2252225.55,112580.0456,603198.404,79.67663103,75.88350792,4.760646954,0
South West,1998,2420407.827,2304883.234,115524.5931,60.17902755,2366231.848,2251171.173,115060.6755,603479.1519,79.67885926,75.80438543,4.862612074,0
South West,1998,2421469.567,2303927.873,117541.6939,60.11666425,2370397.916,2253399.685,116998.2307,601231.0842,79.7676263,75.83045142,4.9358055,0
South West,1998,2420127.582,2301261.276,118866.3059,60.01235253,2368562.375,2250682.312,117880.0636,604941.6246,79.65559742,75.69124884,4.976861273,0
South West,1998,2413404.161,2300200.681,113203.4793,59.94945611,2361652.665,2249470.8,112181.865,613630.3349,79.37573216,75.60527184,4.750142418,0
South West,1998,2413856.252,2304909.068,108947.1838,60.04018471,2364966.695,2256155.701,108810.9939,612026.3053,79.44145971,75.7863959,4.600952485,0
South West,1999,2436082.32,2324608.83,111473.4901,60.51568114,2382203.791,2270906.903,111296.8883,596799.2091,79.96647841,76.23043356,4.672013734,0
South West,1999,2446414.958,2330110.998,116303.9601,60.62153097,2388309.911,2272533.454,115776.4573,592560.0886,80.1212368,76.2372547,4.847631237,0
South West,1999,2452082.701,2332836.777,119245.9248,60.65585124,2392001.324,2273176.059,118825.2652,590815.6756,80.1926945,76.20903526,4.967608671,0
South West,1999,2452177.077,2332436.571,119740.5055,60.61042848,2389952.145,2270907.918,119044.2277,594694.8545,80.074868,76.08631499,4.981029764,0
South West,1999,2453746.069,2333420.855,120325.2143,60.60235237,2390943.263,2271473.258,119470.0049,595464.7374,80.06083772,76.06037948,4.996772898,0
South West,1999,2448253.376,2338721.76,109531.6158,60.70475627,2388288.812,2279850.003,108438.8088,599973.1881,79.92233653,76.29351118,4.540439508,0
South West,1999,2437092.183,2331172.346,105919.8375,60.47401653,2379872.167,2274964.919,104907.248,610194.8334,79.59260333,76.08407834,4.408104329,0
South West,1999,2427175.104,2323396.343,103778.761,60.22551925,2371489.016,2268967.587,102521.4288,621151.984,79.24401945,75.81823504,4.323082592,0
South West,1999,2425407.546,2320095.057,105312.4894,60.09593864,2371169.066,2266775.411,104393.6547,623995.9343,79.16655896,75.68115316,4.402623845,0
South West,1999,2441424.319,2337043.527,104380.792,60.48759619,2385245.044,2281840.317,103404.7273,612520.9559,79.56741934,76.11802645,4.335182565,0
South West,1999,2447536.476,2345980.091,101556.3849,60.67473389,2390721.723,2289933.209,100788.5136,609606.2772,79.68201219,76.32276235,4.215819543,0
South West,1999,2460441.62,2358314.56,102127.0608,60.94683343,2404897.093,2303189.189,101707.9038,597982.9075,80.08635352,76.69934159,4.229199834,0
South West,2000,2450122.939,2345002.954,105119.9853,60.55797855,2393053.566,2288628.435,104425.1316,612289.4335,79.62663717,76.1519878,4.363677149,0
South West,2000,2450987.119,2347692.568,103294.5506,60.5819563,2394521.753,2291727.833,102793.9198,613460.2475,79.60558782,76.18821631,4.292878929,0
South West,2000,2465633.997,2361291.409,104342.5881,60.8875125,2408680.81,2304680.473,104000.337,601764.1903,80.01078943,76.55613947,4.317730128,0
South West,2000,2468868.002,2362545.393,106322.609,60.87446762,2414767.228,2308835.32,105931.9083,598271.7719,80.14390879,76.62812595,4.386837252,0
South West,2000,2462927.715,2359251.827,103675.8883,60.74476166,2409984.866,2306770.55,103214.316,605558.1335,79.91876974,76.49602577,4.282778593,0
South West,2000,2453499.593,2348666.93,104832.6632,60.4304506,2402983.655,2298693.703,104289.952,614896.345,79.62489082,76.16915527,4.3400192,0
South West,2000,2470073.617,2370186.488,99887.12874,60.93807656,2416433.636,2317033.06,99400.57648,604056.3635,80.00137847,76.7105026,4.113523954,0
South West,2000,2476108.311,2376595.785,99512.52613,61.06554203,2424609.355,2325498.352,99111.00327,597667.6447,80.22459077,76.94524202,4.087710173,0
South West,2000,2489589.832,2390026.033,99563.79902,61.37410325,2443027.808,2343624.02,99403.78798,581000.192,80.78720858,77.50007672,4.068876648,0
South West,2000,2478573.163,2377195.594,101377.5689,61.01199181,2432437.864,2331673.75,100764.114,593096.136,80.39697667,77.0665195,4.142515438,0
South West,2000,2471606.091,2373107.032,98499.05961,60.86726768,2425541.42,2327407.14,98134.28013,602002.5796,80.11581072,76.87442826,4.045871132,0
South West,2000,2459013.509,2363951.665,95061.84363,60.59797026,2416540.397,2321669.383,94871.01381,612614.6032,79.77605625,76.64412627,3.92590225,0
South West,2001,2465468.567,2372602.762,92865.80497,60.78221497,2421914.332,2329735.708,92178.62395,609093.6679,79.90458396,76.86339687,3.806023307,0
South West,2001,2461366.258,2363951.04,97415.21825,60.5262885,2416230.509,2320128.948,96101.5606,616397.4909,79.67447735,76.50555718,3.977334126,0
South West,2001,2459705.936,2363419.303,96286.63329,60.47634785,2415696.861,2320850.916,94845.94473,618740.1391,79.60939248,76.48374035,3.926235376,0
South West,2001,2466630.578,2372451.344,94179.23381,60.67219119,2421590.581,2328879.392,92711.18906,614572.4188,79.75825347,76.70468918,3.828524515,0
South West,2001,2464903.248,2375404.186,89499.06153,60.71135949,2418571.102,2330030.561,88540.54014,619355.8984,79.61254835,76.69804315,3.660861576,0
South West,2001,2470555.994,2383199.395,87356.5996,60.87499383,2423350.433,2336786.669,86563.76422,616304.5671,79.72452245,76.87670702,3.572069604,0
South West,2001,2475363.117,2383921.369,91441.74812,60.85906446,2422544.115,2332218.985,90325.12927,618683.8855,79.65677399,76.68675237,3.72852361,0
South West,2001,2485038.576,2393558.081,91480.49466,61.06548279,2432509.411,2342487.224,90022.18744,610692.5888,79.93256482,76.97442443,3.700795032,0
South West,2001,2482114.329,2392733.956,89380.3737,60.99627853,2428678.537,2340318.407,88360.13026,616850.4627,79.74570386,76.84439738,3.638197847,0
South West,2001,2478387.958,2394133.156,84254.80217,60.98397173,2422288.757,2339420.474,82868.28299,625669.2433,79.472511,76.75369784,3.421073675,0
South West,2001,2489908.311,2404428.026,85480.28577,61.19800561,2433603.682,2348447.363,85156.31817,616816.3183,79.77929864,76.98767263,3.499185953,0
South West,2001,2492765.37,2404338.815,88426.55429,61.14755071,2438806.077,2350946.204,87859.87304,614163.9233,79.8830672,77.00521799,3.602577256,0
South West,2002,2493868.172,2399671.323,94196.84922,60.98340372,2439928.082,2346033.715,93894.36755,615182.9177,79.86381124,76.79045752,3.848243243,0
South West,2002,2485281.219,2396401.979,88879.23922,60.85273441,2430096.163,2341947.366,88148.79701,627532.8366,79.47648859,76.59357516,3.627378963,0
South West,2002,2481655.723,2396131.565,85524.15801,60.8000596,2426180.103,2340793.428,85386.67463,633811.8973,79.28713875,76.49671725,3.519387309,0
South West,2002,2498301.521,2414671.284,83630.23734,61.22324944,2442645.205,2360003.757,82641.4482,619739.7947,79.76283861,77.06424101,3.383276786,0
South West,2002,2506118.132,2414675.254,91442.87849,61.17374779,2451172.966,2360350.016,90822.94987,613640.0338,79.97789641,77.01448722,3.70528523,0
South West,2002,2512865.867,2420230.549,92635.31803,61.26959647,2456979.792,2364566.243,92413.54853,610178.2083,80.10607186,77.09306932,3.761266122,0
South West,2002,2515950.201,2420867.182,95083.01936,61.24059824,2457805.962,2363169.84,94636.12149,611698.0383,80.07176279,76.98865485,3.850430952,0
South West,2002,2515964.068,2420200.841,95763.22768,61.17669525,2458886.174,2363435.266,95450.90748,612949.826,80.04614094,76.93884916,3.881875806,0
South West,2002,2524564.365,2423824.788,100739.5772,61.22782764,2467785.709,2367492.598,100293.1109,606034.2909,80.28400196,77.02118531,4.064093187,0
South West,2002,2551968.603,2450894.21,101074.3927,61.86866087,2492251.316,2392298.455,99952.86118,583708.6841,81.02352813,77.77404305,4.010545026,0
South West,2002,2539283.269,2434672.431,104610.8384,61.4165813,2479424.901,2375662.468,103762.4334,598720.099,80.54932113,77.17838073,4.184939555,0
South West,2002,2526988.101,2425553.539,101434.5614,61.14456519,2466326.46,2365678.001,100648.4586,613906.5402,80.0694772,76.8019173,4.080905762,0
South West,2003,2519573.487,2423256.051,96317.43603,61.04285473,2459459.08,2363017.379,96441.70045,622996.9201,79.78894362,76.66021444,3.921256558,0
South West,2003,2522133.692,2430689.583,91444.10856,61.18972402,2457414.547,2366294.635,91119.91247,627102.4529,79.66934684,76.71524049,3.707958536,0
South West,2003,2522631.153,2426401.765,96229.38745,61.0383906,2454884.691,2358806.17,96078.5218,631829.3087,79.53068186,76.4180345,3.913769235,0
South West,2003,2514134.446,2421604.39,92530.05633,60.87437092,2448282.611,2356828.396,91454.21543,640593.3885,79.26127858,76.30051825,3.735443572,0
South West,2003,2519223.003,2424172.128,95050.8747,60.89830499,2451798.542,2358294.248,93504.29329,639210.4584,79.32033008,76.29528896,3.813702133,0
South West,2003,2523428.963,2437771.34,85657.62306,61.19853281,2459905.952,2375202.425,84703.52695,633201.0479,79.52864069,76.79017975,3.443364445,0
South West,2003,2522341.955,2436098.576,86243.37873,61.11390324,2456106.247,2371397.838,84708.40885,639189.7529,79.34964046,76.61295845,3.448890248,0
South West,2003,2512526.641,2428148.479,84378.16152,60.86669778,2446281.963,2362673.28,83608.68351,651482.0367,78.96928118,76.27028011,3.417786043,0
South West,2003,2523204.787,2442179.163,81025.62381,61.17110178,2455272.624,2375314.038,79958.58631,644859.3757,79.19897038,76.61977096,3.256607251,0
South West,2003,2529301.939,2448820.93,80481.00857,61.29324769,2461794.874,2382428.719,79366.15487,640617.1259,79.35099768,76.79278958,3.223914214,0
South West,2003,2522409.885,2452122.419,70287.46524,61.32645653,2455092.78,2385703.089,69389.69186,649896.2196,79.06929076,76.83451016,2.826357212,0
South West,2003,2531610.719,2453892.223,77718.49678,61.32601011,2464933.869,2388826.09,76107.77825,642316.1313,79.3284695,76.87910823,3.087619478,0
South West,2004,2534455.757,2464078.372,70377.38556,61.53299618,2466612.623,2398709.014,67903.60838,643074.3774,79.32028601,77.13667048,2.752909304,0
South West,2004,2548469.819,2469310.518,79159.30074,61.61687701,2482180.019,2405359.397,76820.62228,629958.9807,79.75800629,77.28958755,3.094885209,0
South West,2004,2544499.675,2468934.471,75565.20434,61.5612556,2478976.421,2405797.814,73178.60645,635459.5795,79.59631922,77.24666084,2.951968637,0
South West,2004,2540045.833,2459795.107,80250.7257,61.28743503,2472980.465,2394624.919,78355.54545,643826.5352,79.34339421,76.82942573,3.16846601,0
South West,2004,2537442.021,2452041.517,85400.50447,61.0477356,2473302.692,2389256.295,84046.3977,645841.3075,79.29427729,76.59974322,3.398144431,0
South West,2004,2531871.414,2438340.418,93530.99607,60.65734672,2470287.169,2377864.439,92422.72997,651576.8307,79.12859655,76.16809827,3.741375947,0
South West,2004,2542450.769,2452476.259,89974.50955,60.96809216,2481223.622,2393093.643,88129.97828,642698.3783,79.42655488,76.6054224,3.551875676,0
South West,2004,2544067.941,2456397.46,87670.48173,60.9998952,2481091.319,2395364.815,85726.50415,646458.6808,79.33018878,76.58917731,3.455193426,0
South West,2004,2545132.956,2463951.113,81181.84295,61.12199569,2482098.533,2402395.304,79703.22813,649193.4675,79.26755258,76.72217425,3.211122648,0
South West,2004,2541108.5,2459659.667,81448.83309,60.95144662,2477540.964,2397465.25,80075.71368,657354.0364,79.03106686,76.47673207,3.232064166,0
South West,2004,2536520.23,2457567.171,78953.05885,60.83424356,2472094.165,2394717.936,77376.22955,666485.8349,78.76473326,76.29940723,3.129987144,0
South West,2004,2554261.397,2469869.792,84391.60479,61.07513212,2488323.233,2405601.079,82722.15444,653810.7669,79.19214244,76.55946814,3.324413539,0
South West,2005,2569799.472,2478165.361,91634.1117,61.21416193,2507515.771,2417444.355,90071.4165,638360.2286,79.70802954,76.84487103,3.592057826,0
South West,2005,2574652.834,2483881.357,90771.47677,61.29073894,2512540.331,2422831.152,89709.17843,637053.6692,79.77346702,76.92518948,3.570457251,0
South West,2005,2577331.77,2484822.759,92509.01117,61.25172851,2512710.477,2421194.145,91516.33146,640341.5231,79.69137448,76.78890629,3.642135945,0
South West,2005,2581130.427,2492557.228,88573.19868,61.37614918,2516740.454,2429425.806,87314.64803,640114.5462,79.72302984,76.95715533,3.469354494,0
South West,2005,2597474.235,2509455.412,88018.82257,61.72713128,2528608.351,2441671.827,86936.52361,631895.6494,80.00649107,77.25577398,3.438117397,0
South West,2005,2584218.139,2501682.85,82535.28868,61.47074376,2513205.168,2430732.096,82473.07135,650941.8322,79.42757298,76.82108627,3.281589279,0
South West,2005,2584371.158,2493384.384,90986.77466,61.2039132,2514421.573,2424404.474,90017.09906,653312.427,79.37603262,76.53434518,3.580032085,0
South West,2005,2585265.819,2492227.478,93038.34156,61.12995915,2517046.204,2424932.018,92114.18672,653384.7956,79.39129425,76.48587897,3.659614454,0
South West,2005,2581037.453,2489041.575,91995.87854,61.00272129,2514891.909,2423987.186,90904.72259,658381.0911,79.25230224,76.38760316,3.614657245,0
South West,2005,2575388.095,2487211.96,88176.13467,60.91331723,2507582.969,2420404.016,87178.95361,668238.0309,78.95857383,76.21348985,3.476612925,0
South West,2005,2573726.309,2471698.362,102027.9471,60.48716124,2507521.717,2406915.764,100605.9523,671032.2834,78.88875623,75.72360779,4.012166738,0
South West,2005,2576374.358,2473726.997,102647.3606,60.48955479,2508319.751,2407121.558,101198.1933,672976.249,78.84584619,75.66480949,4.034501311,0
South West,2006,2578436.93,2476190.339,102246.591,60.50327572,2509624.218,2409198.45,100425.7674,674437.7821,78.81832131,75.66430712,4.00162569,0
South West,2006,2588664.26,2496658.51,92005.74995,60.95868159,2519156.273,2428298.5,90857.7728,667504.7268,79.0531617,76.20197129,3.606674733,0
South West,2006,2585927.231,2492396.764,93530.46631,60.80698331,2521211.601,2429216.413,91995.18827,668271.3989,79.0476576,76.16332844,3.648848364,0
South West,2006,2606267.36,2508400.698,97866.66209,61.15253872,2534793.693,2438092.155,96701.53756,657314.3072,79.40814323,76.37874894,3.814966789,0
South West,2006,2599498.713,2501410.305,98088.40805,60.9351167,2529406.685,2432702.0,96704.68447,665344.3151,79.17382872,76.14684213,3.823216134,0
South West,2006,2617731.216,2520207.448,97523.76784,61.3470222,2545922.293,2449327.647,96594.6461,651540.707,79.62319792,76.60222016,3.794092474,0
South West,2006,2607305.471,2517704.354,89601.11606,61.23949264,2539744.451,2452265.885,87478.56646,660483.549,79.3613596,76.62784916,3.444384589,0
South West,2006,2595766.323,2512080.342,83685.9806,61.04059075,2531758.107,2449284.629,82473.47797,671602.8929,79.03443,76.45983794,3.257557574,0
South West,2006,2599125.431,2501982.003,97143.42762,60.73230293,2532583.829,2436238.838,96344.99077,674109.171,78.97805711,75.97356024,3.804217245,0
South West,2006,2614721.096,2508272.401,106448.6945,60.8234278,2548752.5,2442909.041,105843.4587,661022.5002,79.40595524,76.10842009,4.152755463,0
South West,2006,2612950.547,2510924.585,102025.9622,60.82775188,2547625.925,2446050.751,101575.1742,665252.0748,79.29420056,76.13269944,3.98705215,0
South West,2006,2615576.214,2514555.705,101020.5086,60.85251911,2550447.989,2449967.673,100480.316,665722.0106,79.3007829,76.17656011,3.939712413,0
South West,2007,2609594.319,2503314.347,106279.9728,60.51899453,2547041.782,2441024.584,106017.1983,672358.2175,79.11541848,75.82234529,4.162365887,0
South West,2007,2608052.826,2500106.84,107945.986,60.38063874,2545456.755,2437769.34,107687.4146,677128.245,78.98804081,75.64639382,4.23057333,0
South West,2007,2613968.108,2509485.133,104482.9752,60.54541459,2554508.045,2450101.951,104406.0946,671297.9547,79.18976049,75.95317111,4.087131171,0
South West,2007,2623673.034,2523871.421,99801.61291,60.83366667,2561004.202,2462158.812,98845.38999,667837.7979,79.31649186,76.25516554,3.859634041,0
South West,2007,2625176.046,2525146.262,100029.7841,60.79934253,2560543.834,2461485.622,99058.2114,671666.1665,79.21960001,76.15487924,3.868639549,0
South West,2007,2633872.292,2529234.727,104637.5652,60.83536905,2564242.119,2461140.889,103101.2306,671293.8806,79.25246758,76.06594051,4.020729158,0
South West,2007,2633943.724,2537845.097,96098.62653,60.98189479,2564890.201,2470755.563,94134.63848,673799.7987,79.19529814,76.28873288,3.670123518,0
South West,2007,2654860.497,2552778.863,102081.6344,61.30293991,2583131.909,2481991.999,101139.91,656581.0907,79.7333563,76.6114776,3.915398576,0
South West,2007,2648330.248,2545211.397,103118.8501,61.08070016,2576932.416,2475392.613,101539.8027,664150.5841,79.5083747,76.37547737,3.940336272,0
South West,2007,2656043.661,2552730.029,103313.6324,61.21711999,2583810.33,2481819.008,101991.3214,658593.6704,79.68810579,76.54255942,3.947322304,0
South West,2007,2653466.731,2557089.128,96377.60332,61.28570697,2582240.538,2487197.811,95042.7271,661118.4621,79.61624162,76.68586212,3.680630278,0
